_uid_,gridref,km_sq,record_dat,species,adults,males,females,mating,eggs,larvae,nests,pupae,rec_year,rec_month,rec_day,x,y
1863,NN0045,NN0045,27/05/2008,Chequered Skipper,19,,,,,,,,2008,5,27,200500,745500
1864,NN0045,NN0045,04/06/2008,Chequered Skipper,12,,,,,,,,2008,6,4,200500,745500
1865,NN0045,NN0045,14/06/2008,Chequered Skipper,8,,,,,,,,2008,6,14,200500,745500
1866,NM997455,NM9945,13/05/2008,Chequered Skipper,0,,,,,,,,2008,5,13,199750,745550
1867,NN039492,NN0349,20/05/2008,Chequered Skipper,3,,,,,,,,2008,5,20,203950,749250
1868,NM9945,NM9945,12/05/2008,Chequered Skipper,4,,,,,,,,2008,5,12,199500,745500
1869,NN0045,NN0045,12/05/2008,Chequered Skipper,4,,,,,,,,2008,5,12,200500,745500
1870,NM899426,NM8942,30/05/2008,Chequered Skipper,9,,,,,,,,2008,5,30,189950,742650
1871,NN002456,NN0045,25/05/2008,Chequered Skipper,5,,,,,,,,2008,5,25,200250,745650
1872,NN1291,NN1291,31/05/2009,Chequered Skipper,3,,,,,,,,2009,5,31,212500,791500
1873,NM8263,NM8263,30/05/2009,Chequered Skipper,3,,,,,,,,2009,5,30,182500,763500
1874,NN248811,NN2481,29/05/2009,Chequered Skipper,5,,,,,,,,2009,5,29,224850,781150
1875,NM9945,NM9945,30/05/2009,Chequered Skipper,12,,,,,,,,2009,5,30,199500,745500
1876,NN122913,NN1291,29/05/2009,Chequered Skipper,2,,,,,,,,2009,5,29,212250,791350
1877,NN074919,NN0791,31/05/2009,Chequered Skipper,3,,,,,,,,2009,5,31,207450,791950
1878,NN1589,NN1589,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,215500,789500
1879,NN191879,NN1987,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,219150,787950
1880,NN1291,NN1291,31/05/2009,Chequered Skipper,3,,,,,,,,2009,5,31,212500,791500
1881,NM8263,NM8263,30/05/2009,Chequered Skipper,3,,,,,,,,2009,5,30,182500,763500
1882,NN248811,NN2481,29/05/2009,Chequered Skipper,5,,,,,,,,2009,5,29,224850,781150
1883,NM9945,NM9945,30/05/2009,Chequered Skipper,12,,,,,,,,2009,5,30,199500,745500
1884,NN122913,NN1291,29/05/2009,Chequered Skipper,2,,,,,,,,2009,5,29,212250,791350
1885,NN074919,NN0791,31/05/2009,Chequered Skipper,3,,,,,,,,2009,5,31,207450,791950
1886,NN1589,NN1589,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,215500,789500
1887,NN191879,NN1987,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,219150,787950
1888,NM745622,NM7462,06/06/2009,Chequered Skipper,8,,,,,,,,2009,6,6,174550,762250
1889,NM712786,NM7178,06/06/2009,Chequered Skipper,1,,,,,,,,2009,6,6,171250,778650
1890,NN240798,NN2479,22/06/2009,Chequered Skipper,1,,,,,,,,2009,6,22,224050,779850
1891,NN088713,NN0871,02/06/2009,Chequered Skipper,1,,,,,,,,2009,6,2,208850,771350
1892,NN096712,NN0971,02/06/2009,Chequered Skipper,4,,,,,,,,2009,6,2,209650,771250
1893,NN150804,NN1580,03/06/2009,Chequered Skipper,1,,,,,,,,2009,6,3,215050,780450
1894,NN150805,NN1580,03/06/2009,Chequered Skipper,1,,,,,,,,2009,6,3,215050,780550
1895,NN161818,NN1681,03/06/2009,Chequered Skipper,3,,,,,,,,2009,6,3,216150,781850
1896,NN166819,NN1681,03/06/2009,Chequered Skipper,2,,,,,,,,2009,6,3,216650,781950
1897,NN088412,NN0841,05/06/2009,Chequered Skipper,1,,,,,,,,2009,6,5,208850,741250
1898,NN088413,NN0841,05/06/2009,Chequered Skipper,1,,,,,,,,2009,6,5,208850,741350
1899,NN090418,NN0941,05/06/2009,Chequered Skipper,1,,,,,,,,2009,6,5,209050,741850
1900,NN094425,NN0942,05/06/2009,Chequered Skipper,1,,,,,,,,2009,6,5,209450,742550
1901,NN094425,NN0942,05/06/2009,Chequered Skipper,3,,,,,,,,2009,6,5,209450,742550
1902,NN095426,NN0942,05/06/2009,Chequered Skipper,1,,,,,,,,2009,6,5,209550,742650
1903,NN095427,NN0942,05/06/2009,Chequered Skipper,1,,,,,,,,2009,6,5,209550,742750
1904,NN096427,NN0942,05/06/2009,Chequered Skipper,8,,,,,,,,2009,6,5,209650,742750
1905,NN096428,NN0942,05/06/2009,Chequered Skipper,1,,,,,,,,2009,6,5,209650,742850
1906,NN099432,NN0943,05/06/2009,Chequered Skipper,2,,,,,,,,2009,6,5,209950,743250
1907,NN100432,NN1043,05/06/2009,Chequered Skipper,1,,,,,,,,2009,6,5,210050,743250
1908,NN101434,NN1043,05/06/2009,Chequered Skipper,1,,,,,,,,2009,6,5,210150,743450
1909,NN103439,NN1043,05/06/2009,Chequered Skipper,1,,,,,,,,2009,6,5,210350,743950
1910,NN103440,NN1044,05/06/2009,Chequered Skipper,1,,,,,,,,2009,6,5,210350,744050
1911,NN110453,NN1145,05/06/2009,Chequered Skipper,1,,,,,,,,2009,6,5,211050,745350
1912,NN120460,NN1246,04/06/2009,Chequered Skipper,1,,,,,,,,2009,6,4,212050,746050
1913,NN123459,NN1245,04/06/2009,Chequered Skipper,1,,,,,,,,2009,6,4,212350,745950
1914,NN094847,NN0984,01/06/2009,Chequered Skipper,2,,,,,,,,2009,6,1,209450,784750
1915,NN097845,NN0984,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,209750,784550
1916,NN098845,NN0984,01/06/2009,Chequered Skipper,2,,,,,,,,2009,6,1,209850,784550
1917,NN099845,NN0984,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,209950,784550
1918,NN101845,NN1084,01/06/2009,Chequered Skipper,3,,,,,,,,2009,6,1,210150,784550
1919,NN109842,NN1084,02/06/2009,Chequered Skipper,1,,,,,,,,2009,6,2,210950,784250
1920,NN113839,NN1183,02/06/2009,Chequered Skipper,1,,,,,,,,2009,6,2,211350,783950
1921,NN118834,NN1183,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,211850,783450
1922,NN118834,NN1183,03/06/2009,Chequered Skipper,2,,,,,,,,2009,6,3,211850,783450
1923,NN118834,NN1183,04/06/2009,Chequered Skipper,1,,,,,,,,2009,6,4,211850,783450
1924,NN121834,NN1283,02/06/2009,Chequered Skipper,1,,,,,,,,2009,6,2,212150,783450
1925,NN123831,NN1283,02/06/2009,Chequered Skipper,1,,,,,,,,2009,6,2,212350,783150
1926,NN138824,NN1382,02/06/2009,Chequered Skipper,1,,,,,,,,2009,6,2,213850,782450
1927,NN141822,NN1482,02/06/2009,Chequered Skipper,4,,,,,,,,2009,6,2,214150,782250
1928,NN205781,NN2078,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,220550,778150
1929,NN208782,NN2078,01/06/2009,Chequered Skipper,2,,,,,,,,2009,6,1,220850,778250
1930,NN209783,NN2078,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,220950,778350
1931,NN209799,NN2079,02/06/2009,Chequered Skipper,1,,,,,,,,2009,6,2,220950,779950
1932,NN212786,NN2178,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,221250,778650
1933,NN215784,NN2178,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,221550,778450
1934,NN217795,NN2179,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,221750,779550
1935,NN2178,NN2178,01/06/2009,Chequered Skipper,2,,,,,,,,2009,6,1,221500,778500
1936,NN230798,NN2379,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,223050,779850
1937,NN232798,NN2379,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,223250,779850
1938,NN236798,NN2379,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,223650,779850
1939,NN122610,NN1261,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,212250,761050
1940,NN123610,NN1261,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,212350,761050
1941,NN126610,NN1261,30/05/2009,Chequered Skipper,2,,,,,,,,2009,5,30,212650,761050
1942,NN127611,NN1261,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,212750,761150
1943,NN129613,NN1261,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,212950,761350
1944,NN129613,NN1261,31/05/2009,Chequered Skipper,2,,,,,,,,2009,5,31,212950,761350
1945,NN130613,NN1361,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,213050,761350
1946,NN130614,NN1361,30/05/2009,Chequered Skipper,4,,,,,,,,2009,5,30,213050,761450
1947,NN130614,NN1361,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,213050,761450
1948,NN131614,NN1361,30/05/2009,Chequered Skipper,2,,,,,,,,2009,5,30,213150,761450
1949,NN131614,NN1361,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,213150,761450
1950,NN131614,NN1361,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,213150,761450
1951,NN165824,NN1682,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,216550,782450
1952,NN167834,NN1683,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,216750,783450
1953,NN167835,NN1683,01/06/2009,Chequered Skipper,2,,,,,,,,2009,6,1,216750,783550
1954,NN135785,NN1378,03/06/2009,Chequered Skipper,1,,,,,,,,2009,6,3,213550,778550
1955,NN138790,NN1379,03/06/2009,Chequered Skipper,2,,,,,,,,2009,6,3,213850,779050
1956,NN139780,NN1378,03/06/2009,Chequered Skipper,1,,,,,,,,2009,6,3,213950,778050
1957,NN098715,NN0971,04/06/2009,Chequered Skipper,1,,,,,,,,2009,6,4,209850,771550
1958,NN098718,NN0971,04/06/2009,Chequered Skipper,1,,,,,,,,2009,6,4,209850,771850
1959,NN1191,NN1191,13/06/2009,Chequered Skipper,1,,,,,,,,2009,6,13,211500,791500
1960,NN118612,NN1161,12/06/2009,Chequered Skipper,1,,,,,,,,2009,6,12,211850,761250
1961,NN119612,NN1161,12/06/2009,Chequered Skipper,1,,,,,,,,2009,6,12,211950,761250
1962,NN121610,NN1261,12/06/2009,Chequered Skipper,1,,,,,,,,2009,6,12,212150,761050
1963,NN098719,NN0971,02/06/2009,Chequered Skipper,1,,,,,,,,2009,6,2,209850,771950
1964,NN150819,NN1581,04/06/2009,Chequered Skipper,0,,,,,,,,2009,6,4,215050,781950
1965,NM997455,NM9945,11/06/2009,Chequered Skipper,0,,,,,,,,2009,6,11,199750,745550
1966,NN095846,NN0984,30/05/2009,Chequered Skipper,0,,,,,,,,2009,5,30,209550,784650
1967,NN1291,NN1291,30/05/2009,Chequered Skipper,B,,,,,,,,2009,5,30,212500,791500
1968,NM738834,NM7383,31/05/2009,Chequered Skipper,0,,,,,,,,2009,5,31,173850,783450
1969,NN235815,NN2381,11/06/2009,Chequered Skipper,6,,,,,,,,2009,6,11,223550,781550
1970,NN120914,NN1291,29/05/2009,Chequered Skipper,5,,,,,,,,2009,5,29,212050,791450
1971,NN121915,NN1291,26/05/2009,Chequered Skipper,1,,,,,,,,2009,5,26,212150,791550
1972,NN075919,NN0791,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,207550,791950
1973,NN075920,NN0792,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,207550,792050
1974,NN101913,NN1091,29/05/2009,Chequered Skipper,2,,,,,,,,2009,5,29,210150,791350
1975,NN0280,NN0280,12/06/2009,Chequered Skipper,4,,,,,,,,2009,6,12,202500,780500
1976,NN0280,NN0280,20/06/2009,Chequered Skipper,6,,,,,,,,2009,6,20,202500,780500
1977,NN234815,NN2381,05/06/2009,Chequered Skipper,0,,,,,,,,2009,6,5,223450,781550
1978,NM873821,NM8782,07/06/2009,Chequered Skipper,0,,,,,,,,2009,6,7,187350,782150
1979,NN122915,NN1291,13/06/2009,Chequered Skipper,2,,,,,,,,2009,6,13,212250,791550
1980,NM873823,NM8782,01/06/2009,Chequered Skipper,3,,,,,,,,2009,6,1,187350,782350
1981,NM957607,NM9560,31/05/2009,Chequered Skipper,6,,,,,,,,2009,5,31,195750,760750
1982,NM975623,NM9762,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,197550,762350
1983,NM975629,NM9762,31/05/2009,Chequered Skipper,6,,,,,,,,2009,5,31,197550,762950
1984,NM978448,NM9744,20/05/2009,Chequered Skipper,1,,,,,,,,2009,5,20,197850,744850
1985,NM978448,NM9744,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,197850,744850
1986,NM978449,NM9744,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,197850,744950
1987,NM979448,NM9744,20/05/2009,Chequered Skipper,1,,,,,,,,2009,5,20,197950,744850
1988,NM979450,NM9745,13/05/2009,Chequered Skipper,1,,,,,,,,2009,5,13,197950,745050
1989,NM979450,NM9745,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,197950,745050
1990,NM980448,NM9844,20/05/2009,Chequered Skipper,1,,,,,,,,2009,5,20,198050,744850
1991,NM980450,NM9845,20/05/2009,Chequered Skipper,1,,,,,,,,2009,5,20,198050,745050
1992,NM980450,NM9845,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,198050,745050
1993,NM980451,NM9845,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,198050,745150
1994,NM981450,NM9845,14/05/2009,Chequered Skipper,1,,,,,,,,2009,5,14,198150,745050
1995,NM981450,NM9845,20/05/2009,Chequered Skipper,1,,,,,,,,2009,5,20,198150,745050
1996,NM981451,NM9845,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,198150,745150
1997,NM981452,NM9845,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,198150,745250
1998,NM982449,NM9844,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,198250,744950
1999,NM982450,NM9845,20/05/2009,Chequered Skipper,1,,,,,,,,2009,5,20,198250,745050
2000,NM982452,NM9845,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,198250,745250
2001,NM982453,NM9845,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,198250,745350
2002,NM983450,NM9845,20/05/2009,Chequered Skipper,1,,,,,,,,2009,5,20,198350,745050
2003,NM983453,NM9845,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,198350,745350
2004,NM984449,NM9844,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,198450,744950
2005,NM984450,NM9845,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,198450,745050
2006,NM984451,NM9845,14/05/2009,Chequered Skipper,1,,,,,,,,2009,5,14,198450,745150
2007,NM984451,NM9845,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,198450,745150
2008,NM984452,NM9845,20/05/2009,Chequered Skipper,1,,,,,,,,2009,5,20,198450,745250
2009,NM984453,NM9845,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,198450,745350
2010,NM985448,NM9844,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,198550,744850
2011,NM985451,NM9845,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,198550,745150
2012,NM985453,NM9845,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,198550,745350
2013,NM985454,NM9845,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,198550,745450
2014,NM986448,NM9844,13/05/2009,Chequered Skipper,1,,,,,,,,2009,5,13,198650,744850
2015,NM986448,NM9844,13/05/2009,Chequered Skipper,1,,,,,,,,2009,5,13,198650,744850
2016,NM986448,NM9844,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,198650,744850
2017,NM986451,NM9845,14/05/2009,Chequered Skipper,1,,,,,,,,2009,5,14,198650,745150
2018,NM986454,NM9845,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,198650,745450
2019,NM986454,NM9845,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,198650,745450
2020,NM987448,NM9844,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,198750,744850
2021,NM987453,NM9845,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,198750,745350
2022,NM987453,NM9845,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,198750,745350
2023,NM987455,NM9845,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,198750,745550
2024,NM988448,NM9844,13/05/2009,Chequered Skipper,1,,,,,,,,2009,5,13,198850,744850
2025,NM988453,NM9845,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,198850,745350
2026,NM988453,NM9845,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,198850,745350
2027,NM988454,NM9845,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,198850,745450
2028,NM988455,NM9845,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,198850,745550
2029,NM989448,NM9844,13/05/2009,Chequered Skipper,1,,,,,,,,2009,5,13,198950,744850
2030,NM989448,NM9844,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,198950,744850
2031,NM989449,NM9844,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,198950,744950
2032,NM989453,NM9845,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,198950,745350
2033,NM990449,NM9944,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,199050,744950
2034,NM990450,NM9945,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,199050,745050
2035,NM990452,NM9945,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,199050,745250
2036,NM990454,NM9945,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,199050,745450
2037,NM990455,NM9945,29/05/2009,Chequered Skipper,1,,,,,,,,2009,5,29,199050,745550
2038,NM991449,NM9944,13/05/2009,Chequered Skipper,1,,,,,,,,2009,5,13,199150,744950
2039,NM991450,NM9945,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,199150,745050
2040,NM991451,NM9945,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,199150,745150
2041,NM991454,NM9945,14/05/2009,Chequered Skipper,1,,,,,,,,2009,5,14,199150,745450
2042,NM991454,NM9945,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,199150,745450
2043,NM992451,NM9945,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,199250,745150
2044,NM992452,NM9945,11/05/2009,Chequered Skipper,1,,,,,,,,2009,5,11,199250,745250
2045,NM992452,NM9945,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,199250,745250
2046,NM992454,NM9945,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,199250,745450
2047,NM993452,NM9945,11/05/2009,Chequered Skipper,1,,,,,,,,2009,5,11,199350,745250
2048,NM996452,NM9945,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199650,745250
2049,NM994452,NM9945,31/05/2009,Chequered Skipper,1,,,,,,,,2009,5,31,199450,745250
2050,NM995451,NM9945,21/05/2009,Chequered Skipper,1,,,,,,,,2009,5,21,199550,745150
2051,NM995451,NM9945,22/05/2009,Chequered Skipper,1,,,,,,,,2009,5,22,199550,745150
2052,NM995452,NM9945,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199550,745250
2053,NM995454,NM9945,12/05/2009,Chequered Skipper,1,,,,,,,,2009,5,12,199550,745450
2054,NM995454,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199550,745450
2055,NM995454,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199550,745450
2056,NM995454,NM9945,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199550,745450
2057,NM995455,NM9945,22/05/2009,Chequered Skipper,1,,,,,,,,2009,5,22,199550,745550
2058,NM995455,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199550,745550
2059,NM995455,NM9945,30/05/2009,Chequered Skipper,2,,,,,,,,2009,5,30,199550,745550
2060,NM995455,NM9945,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199550,745550
2061,NM995457,NM9945,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199550,745750
2062,NM995458,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199550,745850
2063,NM995458,NM9945,30/05/2009,Chequered Skipper,5,,,,,,,,2009,5,30,199550,745850
2064,NM995458,NM9945,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199550,745850
2065,NM996453,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199650,745350
2066,NM996453,NM9945,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199650,745350
2067,NM996454,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199650,745450
2068,NM996454,NM9945,30/05/2009,Chequered Skipper,3,,,,,,,,2009,5,30,199650,745450
2069,NM996455,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199650,745550
2070,NM996455,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199650,745550
2071,NM996456,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199650,745650
2072,NM996456,NM9945,30/05/2009,Chequered Skipper,2,,,,,,,,2009,5,30,199650,745650
2073,NM996457,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199650,745750
2074,NM996457,NM9945,30/05/2009,Chequered Skipper,3,,,,,,,,2009,5,30,199650,745750
2075,NM996457,NM9945,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199650,745750
2076,NM996458,NM9945,22/05/2009,Chequered Skipper,1,,,,,,,,2009,5,22,199650,745850
2077,NM996458,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199650,745850
2078,NM996458,NM9945,30/05/2009,Chequered Skipper,7,,,,,,,,2009,5,30,199650,745850
2079,NM996459,NM9945,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199650,745950
2080,NM997454,NM9945,22/05/2009,Chequered Skipper,1,,,,,,,,2009,5,22,199750,745450
2081,NM997454,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199750,745450
2082,NM997454,NM9945,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199750,745450
2083,NM997455,NM9945,22/05/2009,Chequered Skipper,1,,,,,,,,2009,5,22,199750,745550
2084,NM997455,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199750,745550
2085,NM997455,NM9945,30/05/2009,Chequered Skipper,5,,,,,,,,2009,5,30,199750,745550
2086,NM997457,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199750,745750
2087,NM997457,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199750,745750
2088,NM997458,NM9945,22/05/2009,Chequered Skipper,1,,,,,,,,2009,5,22,199750,745850
2089,NM997458,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199750,745850
2090,NM997458,NM9945,30/05/2009,Chequered Skipper,11,,,,,,,,2009,5,30,199750,745850
2091,NM997459,NM9945,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199750,745950
2092,NM997460,NM9946,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199750,746050
2093,NM998452,NM9945,21/05/2009,Chequered Skipper,1,,,,,,,,2009,5,21,199850,745250
2094,NM998452,NM9945,22/05/2009,Chequered Skipper,1,,,,,,,,2009,5,22,199850,745250
2095,NM998455,NM9945,22/05/2009,Chequered Skipper,1,,,,,,,,2009,5,22,199850,745550
2096,NM998455,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199850,745550
2097,NM998455,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199850,745550
2098,NM998456,NM9945,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199850,745650
2099,NM998458,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199850,745850
2100,NM998458,NM9945,30/05/2009,Chequered Skipper,7,,,,,,,,2009,5,30,199850,745850
2101,NM998458,NM9945,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199850,745850
2102,NM998459,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199850,745950
2103,NM998459,NM9945,30/05/2009,Chequered Skipper,4,,,,,,,,2009,5,30,199850,745950
2104,NM998459,NM9945,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199850,745950
2105,NM998460,NM9946,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199850,746050
2106,NM998461,NM9946,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199850,746150
2107,NM999453,NM9945,22/05/2009,Chequered Skipper,1,,,,,,,,2009,5,22,199950,745350
2108,NM999455,NM9945,21/05/2009,Chequered Skipper,1,,,,,,,,2009,5,21,199950,745550
2109,NM999455,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199950,745550
2110,NM999455,NM9945,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,199950,745550
2111,NM999456,NM9945,22/05/2009,Chequered Skipper,1,,,,,,,,2009,5,22,199950,745650
2112,NM999457,NM9945,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199950,745750
2113,NM999458,NM9945,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199950,745850
2114,NM999459,NM9945,22/05/2009,Chequered Skipper,1,,,,,,,,2009,5,22,199950,745950
2115,NM999459,NM9945,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199950,745950
2116,NM999460,NM9946,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199950,746050
2117,NM999461,NM9946,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199950,746150
2118,NM999462,NM9946,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,199950,746250
2119,NN000453,NN0045,21/05/2009,Chequered Skipper,1,,,,,,,,2009,5,21,200050,745350
2120,NN000453,NN0045,22/05/2009,Chequered Skipper,1,,,,,,,,2009,5,22,200050,745350
2121,NN000454,NN0045,21/05/2009,Chequered Skipper,1,,,,,,,,2009,5,21,200050,745450
2122,NN000458,NN0045,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,200050,745850
2123,NN000460,NN0046,22/05/2009,Chequered Skipper,1,,,,,,,,2009,5,22,200050,746050
2124,NN000460,NN0046,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,200050,746050
2125,NN000462,NN0046,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,200050,746250
2126,NN001454,NN0045,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,200150,745450
2127,NN001454,NN0045,30/05/2009,Chequered Skipper,1,,,,,,,,2009,5,30,200150,745450
2128,NN001461,NN0046,22/05/2009,Chequered Skipper,1,,,,,,,,2009,5,22,200150,746150
2129,NN001461,NN0046,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,200150,746150
2130,NN001462,NN0046,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,200150,746250
2131,NN002459,NN0045,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,200250,745950
2132,NN003459,NN0045,01/06/2009,Chequered Skipper,1,,,,,,,,2009,6,1,200350,745950
2133,NM998452,NM9945,29/05/2009,Chequered Skipper,3,,,,,,,,2009,5,29,199850,745250
2134,NN025488,NN0248,30/05/2009,Chequered Skipper,0,,,,,,,,2009,5,30,202550,748850
2135,NM995451,NM9945,30/05/2009,Chequered Skipper,2,,,,,,,,2009,5,30,199550,745150
