"","km_sq","easting","northing","nR","nSpp","minyear","maxyear"
"1151","NS2242",222000,642000,4,7,2010,2012
"1152","NM8111",181000,711000,3,4,2010,2013
"1153","NS2939",229000,639000,7,11,2010,2015
"1154","NM0348",103000,748000,15,3,2010,2014
"1155","NS2883",228000,683000,4,4,2010,2017
"1156","NM6223",162000,723000,5,6,2010,2016
"1157","NR2664",126000,664000,3,2,2010,2011
"1158","NS1776",217000,676000,3,1,2010,2010
"1159","NS2371",223000,671000,47,10,2010,2017
"1160","NS2471",224000,671000,56,9,2010,2017
"1161","NM9346",193000,746000,4,5,2010,2017
"1162","NM9223",192000,723000,3,8,2010,2013
"1163","NM8720",187000,720000,3,7,2010,2016
"1164","NM7513",175000,713000,4,8,2010,2013
"1165","NS2740",227000,640000,7,8,2010,2017
"1166","NS2839",228000,639000,4,10,2010,2015
"1167","NS2938",229000,638000,4,9,2010,2015
"1168","NR7990",179000,690000,3,4,2010,2014
"1169","NR7829",178000,629000,6,5,2010,2013
"1170","NS1385",213000,685000,4,2,2010,2017
"1171","NM9954",199000,754000,3,4,2011,2016
"1172","NG6005",160000,805000,4,4,2011,2014
"1173","NM7180",171000,780000,3,7,2011,2017
"1174","NN1457",214000,757000,3,6,2011,2016
"1175","NM9464",194000,764000,3,4,2011,2014
"1176","NM4662",146000,762000,3,6,2011,2015
"1177","NN1668",216000,768000,3,3,2011,2014
"1178","NN0158",201000,758000,3,3,2011,2013
"1179","NR7127",171000,627000,3,4,2011,2012
"1180","NM7431",174000,731000,4,5,2011,2014
"1181","NM4456",144000,756000,3,2,2011,2016
"1182","NM4256",142000,756000,6,9,2011,2013
"1183","NM5823",158000,723000,4,5,2011,2016
"1184","NM7231",172000,731000,13,9,2011,2016
"1185","NM6532",165000,732000,10,7,2011,2016
"1186","NS2641",226000,641000,9,9,2011,2014
"1187","NS0762",207000,662000,4,11,2011,2013
"1188","NS0864",208000,664000,3,2,2011,2014
"1189","NR8768",187000,668000,4,5,2011,2015
"1190","NM5352",153000,752000,23,13,2011,2016
"1191","NS2640",226000,640000,4,10,2011,2017
"1192","NM9024",190000,724000,5,9,2011,2015
"1193","NM9124",191000,724000,10,8,2011,2017
"1194","NM9930",199000,730000,7,6,2011,2017
"1195","NS3248",232000,648000,3,5,2011,2017
"1196","NS1852",218000,652000,22,14,2011,2014
"1197","NS2972",229000,672000,3,4,2011,2013
"1198","NS2871",228000,671000,6,5,2011,2013
"1199","NM8612",186000,712000,3,3,2011,2013
"1200","NM8516",185000,716000,4,4,2011,2017
"1201","NR3070",130000,670000,3,7,2011,2013
"1202","NR7150",171000,650000,7,11,2011,2017
"1203","NR8485",184000,685000,3,4,2011,2011
"1204","NM6226",162000,726000,3,1,2011,2016
"1205","NM9533",195000,733000,5,6,2011,2017
"1206","NS2771",227000,671000,4,5,2011,2012
"1207","NS2048",220000,648000,3,6,2011,2017
"1208","NG5905",159000,805000,3,7,2012,2014
"1209","NG5908",159000,808000,9,8,2012,2014
"1210","NG5706",157000,806000,3,6,2012,2013
"1211","NN1550",215000,750000,6,6,2012,2016
"1212","NN0660",206000,760000,3,8,2012,2013
"1213","NN1551",215000,751000,3,4,2012,2013
"1214","NN1962",219000,762000,4,4,2012,2015
"1215","NN1448",214000,748000,3,4,2012,2013
"1216","NM9792",197000,792000,3,4,2012,2017
"1217","NM9992",199000,792000,4,4,2012,2017
"1218","NN0092",2e+05,792000,5,6,2012,2017
"1219","NM9791",197000,791000,3,5,2012,2017
"1220","NM1556",115000,756000,7,6,2012,2013
"1221","NM5929",159000,729000,3,6,2012,2014
"1222","NM6531",165000,731000,3,4,2012,2013
"1223","NM9644",196000,744000,3,5,2012,2017
"1224","NN0027",2e+05,727000,4,5,2012,2017
"1225","NM8501",185000,701000,4,6,2012,2016
"1226","NM8512",185000,712000,7,5,2012,2017
"1227","NR8797",187000,697000,7,9,2012,2016
"1228","NR8897",188000,697000,3,5,2012,2013
"1229","NM8825",188000,725000,9,6,2012,2017
"1230","NM9928",199000,728000,5,5,2012,2017
"1231","NM4252",142000,752000,3,3,2012,2016
"1232","NM1756",117000,756000,8,5,2012,2015
"1233","NM1653",116000,753000,5,5,2012,2015
"1234","NM9123",191000,723000,5,6,2012,2017
"1235","NN0740",207000,740000,15,5,2012,2016
"1236","NR8095",180000,695000,4,6,2012,2013
"1237","NM7313",173000,713000,3,6,2012,2016
"1238","NR8293",182000,693000,3,4,2012,2017
"1239","NR7996",179000,696000,3,6,2012,2013
"1240","NR8399",183000,699000,4,6,2012,2017
"1241","NM8529",185000,729000,4,5,2012,2017
"1242","NM8101",181000,701000,3,2,2012,2016
"1243","NR7485",174000,685000,18,6,2012,2016
"1244","NS2573",225000,673000,3,5,2012,2013
"1245","NM9315",193000,715000,4,6,2012,2013
"1246","NS3041",230000,641000,3,5,2012,2017
"1247","NM1552",115000,752000,4,6,2012,2013
"1248","NM1754",117000,754000,3,3,2012,2016
"1249","NM1454",114000,754000,5,5,2012,2017
"1250","NM2256",122000,756000,4,3,2012,2016
"1251","NM1854",118000,754000,3,3,2012,2014
"1252","NM2258",122000,758000,3,6,2012,2014
"1253","NN0814",208000,714000,5,3,2012,2015
"1254","NM7616",176000,716000,4,4,2012,2015
"1255","NM9733",197000,733000,3,5,2012,2013
"1256","NM9545",195000,745000,4,4,2012,2017
"1257","NR8392",183000,692000,3,5,2012,2012
"1258","NR9350",193000,650000,4,3,2006,2012
"1259","NM9510",195000,710000,3,6,2012,2013
"1260","NM9347",193000,747000,3,6,2012,2017
"1261","NM8611",186000,711000,3,6,2012,2016
"1262","NR8178",181000,678000,3,3,2012,2016
"1263","NR7778",177000,678000,4,4,2012,2017
"1264","NM9833",198000,733000,3,8,2012,2015
"1265","NN0640",206000,740000,15,5,2012,2016
"1266","NN0539",205000,739000,14,6,2012,2016
"1267","NM7601",176000,701000,10,10,2012,2017
"1268","NM7702",177000,702000,6,5,2012,2013
"1269","NH2801",228000,801000,3,3,2013,2014
"1270","NM7050",170000,750000,3,3,2013,2016
"1271","NM8161",181000,761000,4,4,2013,2017
"1272","NN1184",211000,784000,3,6,2008,2013
"1273","NG6106",161000,806000,3,3,2013,2016
"1274","NN1346",213000,746000,4,3,2013,2014
"1275","NN1751",217000,751000,3,4,2013,2014
"1276","NN1568",215000,768000,4,4,2013,2014
"1277","NN1562",215000,762000,5,4,2013,2016
"1278","NM7272",172000,772000,3,5,2013,2016
"1279","NM5942",159000,742000,3,3,2013,2017
"1280","NM5329",153000,729000,3,3,2013,2013
"1281","NM7602",176000,702000,9,10,2013,2017
"1282","NM9428",194000,728000,4,8,2013,2017
"1283","NR8498",184000,698000,3,3,2013,2016
"1284","NM8301",183000,701000,10,6,2013,2017
"1285","NM8428",184000,728000,4,5,2013,2017
"1286","NM3918",139000,718000,3,4,2013,2016
"1287","NM2060",120000,760000,4,6,2013,2016
"1288","NM1353",113000,753000,3,4,2013,2014
"1289","NM8513",185000,713000,4,4,2013,2017
"1290","NR6547",165000,647000,33,13,2013,2016
"1291","NR9491",194000,691000,4,2,2013,2016
"1292","NM7618",176000,718000,4,6,2013,2016
"1293","NR8294",182000,694000,3,4,2013,2014
"1294","NM8330",183000,730000,3,10,2013,2014
"1295","NR6636",166000,636000,3,1,2013,2016
"1296","NR2742",127000,642000,3,4,2013,2015
"1297","NS2587",225000,687000,11,8,2013,2015
"1298","NM9818",198000,718000,21,7,2013,2016
"1299","NM9917",199000,717000,26,10,2013,2016
"1300","NN0840",208000,740000,9,4,2013,2016
"1301","NG9904",199000,804000,3,2,2014,2016
"1302","NN1662",216000,762000,3,3,2014,2017
"1303","NN2578",225000,778000,3,4,2014,2016
"1304","NM5126",151000,726000,3,4,2014,2016
"1305","NM8525",185000,725000,6,7,2014,2017
"1306","NM9532",195000,732000,3,7,2014,2017
"1307","NM8526",185000,726000,3,5,2014,2016
"1308","NM1758",117000,758000,4,6,2014,2014
"1309","NM1858",118000,758000,4,4,2014,2014
"1310","NM7051",170000,751000,3,3,2014,2016
"1311","NM7151",171000,751000,3,3,2014,2016
"1312","NM9943",199000,743000,4,5,2014,2014
"1313","NM4758",147000,758000,3,3,2014,2016
"1314","NN0672",206000,772000,3,10,2014,2016
"1315","NS1887",218000,687000,3,4,2014,2017
"1316","NM7559",175000,759000,3,6,2015,2017
"1317","NM7163",171000,763000,7,4,2015,2016
"1318","NM7263",172000,763000,4,3,2015,2016
"1319","NM9140",191000,740000,5,6,2015,2017
"1320","NM8924",189000,724000,9,10,2015,2017
"1321","NM8211",182000,711000,3,2,2015,2017
"1322","NS2161",221000,661000,5,3,2015,2016
"1323","NG3704",137000,804000,5,5,2016,2017
"1324","NM6572",165000,772000,3,6,2016,2016
"1325","NS1168",211000,668000,3,4,2016,2017
"1326","NM3821",138000,721000,3,3,2016,2017
"1327","NG3604",136000,804000,5,4,2017,2017
"1328","NM8701",187000,701000,3,6,2017,2017
"1329","NR9987",199000,687000,3,3,2017,2017
