"","km_sq","easting","northing","Presence"
"1702","NM6219",162500,719500,1
"1703","NM6021",160500,721500,1
"1704","NM7429",174500,729500,1
"1705","NM5543",155500,743500,1
"1706","NM5829",158500,729500,1
"1707","NM4723",147500,723500,1
"1708","NM1051",110500,751500,1
"1709","NM8401",184500,701500,1
"1710","NM7327",173500,727500,1
"1711","NM9033",190500,733500,1
"1712","NM6221",162500,721500,1
"1713","NM6222",162500,722500,1
"1714","NM0347",103500,747500,1
"1715","NM5119",151500,719500,1
"1716","NR2947",129500,647500,1
"1717","NM5328",153500,728500,1
"1718","NR2943",129500,643500,1
"1719","NM9945",199500,745500,1
"1720","NM8145",181500,745500,1
"1721","NM8604",186500,704500,1
"1722","NM8503",185500,703500,1
"1723","NR4246",142500,646500,1
"1724","NM0346",103500,746500,1
"1725","NR4174",141500,674500,1
"1726","NR4066",140500,666500,1
"1727","NM8221",182500,721500,1
