"","km_sq","easting","northing","Presence"
"88","NS3368",233500,668500,0
"89","NS3083",230500,683500,0
"90","NS3181",231500,681500,0
"91","NN0726",207500,726500,0
"92","NN0827",208500,727500,0
"93","NN0826",208500,726500,0
"94","NM9328",193500,728500,0
"95","NN0030",200500,730500,0
"96","NM9945",199500,745500,0
"97","NN0045",200500,745500,0
"98","NS3153",231500,653500,0
"99","NS3242",232500,642500,0
"100","NN2727",227500,727500,0
"101","NS1967",219500,667500,0
"102","NN0450",204500,750500,0
"103","NS1754",217500,654500,0
"104","NS1858",218500,658500,0
"105","NS2882",228500,682500,0
"106","NN2904",229500,704500,0
"107","NR8590",185500,690500,0
"108","NM5924",159500,724500,0
"109","NR8195",181500,695500,0
"110","NR8194",181500,694500,0
"111","NM7600",176500,700500,0
"112","NR7599",175500,699500,0
"113","NR7699",176500,699500,0
"114","NM2943",129500,743500,0
"115","NM2741",127500,741500,0
"116","NM2842",128500,742500,0
"117","NS0045",200500,645500,0
"118","NM5169",151500,769500,0
"119","NM5069",150500,769500,0
"120","NM6852",168500,752500,0
"121","NM6851",168500,751500,0
"122","NM6752",167500,752500,0
"123","NN1091",210500,791500,0
"124","NN1291",212500,791500,0
"125","NM7969",179500,769500,0
"126","NN2088",220500,788500,0
"127","NN2481",224500,781500,0
"128","NM5462",154500,762500,0
"129","NM5761",157500,761500,0
"130","NM6863",168500,763500,0
"131","NM5461",154500,761500,0
"132","NM6670",166500,770500,0
"133","NM4469",144500,769500,0
"134","NM5269",152500,769500,0
"135","NN2089",220500,789500,0
"136","NM9380",193500,780500,0
"137","NN0280",202500,780500,0
"138","NN0282",202500,782500,0
"139","NM9182",191500,782500,0
"140","NN1468",214500,768500,0
"141","NM9181",191500,781500,0
"142","NM8581",185500,781500,0
"143","NN1261",212500,761500,0
"144","NN1862",218500,762500,0
"145","NN1481",214500,781500,0
"146","NM5661",156500,761500,0
"147","NM5961",159500,761500,0
"148","NM5963",159500,763500,0
"149","NM9465",194500,765500,0
"150","NM4787",147500,787500,0
"151","NM4786",147500,786500,0
"152","NM4788",147500,788500,0
"153","NM7461",174500,761500,0
"154","NN1577",215500,777500,0
"155","NN1678",216500,778500,0
"156","NN0791",207500,791500,0
"157","NN0891",208500,791500,0
"158","NM8067",180500,767500,0
"159","NN1682",216500,782500,0
"160","NM4167",141500,767500,0
"161","NM6691",166500,791500,0
"162","NM4863",148500,763500,0
"163","NN0871",208500,771500,0
"164","NN0971",209500,771500,0
"165","NN0970",209500,770500,0
"166","NM7071",170500,771500,0
"167","NM7072",170500,772500,0
"168","NM8262",182500,762500,0
"169","NN0792",207500,792500,0
"170","NN1191",211500,791500,0
"171","NN1390",213500,790500,0
"172","NN2795",227500,795500,0
"173","NN1784",217500,784500,0
"174","NN1884",218500,784500,0
"175","NN1883",218500,783500,0
"176","NN1983",219500,783500,0
"177","NN1383",213500,783500,0
"178","NN1382",213500,782500,0
"179","NN1482",214500,782500,0
"180","NN1582",215500,782500,0
"181","NN1476",214500,776500,0
"182","NN2279",222500,779500,0
"183","NH2002",220500,802500,0
"184","NH2402",224500,802500,0
"185","NN1379",213500,779500,0
"186","NN1479",214500,779500,0
"187","NG7016",170500,816500,0
"188","NM9344",193500,744500,0
"189","NM8323",183500,723500,0
"190","NM4527",145500,727500,0
"191","NM8424",184500,724500,0
"192","NM9243",192500,743500,0
"193","NN0120",201500,720500,0
"194","NM7064",170500,764500,0
"195","NM8725",187500,725500,0
"196","NM4045",140500,745500,0
"197","NM8453",184500,753500,0
"198","NM9991",199500,791500,0
"199","NN0425",204500,725500,0
"200","NN0324",203500,724500,0
"201","NM9258",192500,758500,0
"202","NM9143",191500,743500,0
"203","NM4427",144500,727500,0
"204","NM4727",147500,727500,0
"205","NM4338",143500,738500,0
"206","NM4039",140500,739500,0
"207","NN0592",205500,792500,0
"208","NM9663",196500,763500,0
"209","NM7250",172500,750500,0
"210","NM6062",160500,762500,0
"211","NR4654",146500,654500,0
"212","NN0984",209500,784500,0
"213","NR3362",133500,662500,0
"214","NM4885",148500,785500,0
"215","NG3900",139500,800500,0
"216","NM4199",141500,799500,0
"217","NN1273",212500,773500,0
"218","NN2179",221500,779500,0
"219","NR4072",140500,672500,0
"220","NR3966",139500,666500,0
"221","NR4651",146500,651500,0
"222","NR3444",134500,644500,0
"223","NR4098",140500,698500,0
"224","NR3894",138500,694500,0
"225","NR2641",126500,641500,0
"226","NR4557",145500,657500,0
"227","NR2163",121500,663500,0
"228","NR3363",133500,663500,0
"229","NR9722",197500,622500,0
"230","NL9841",98500,741500,0
"231","NM0046",100500,746500,0
"232","NL9340",93500,740500,0
"233","NL9643",96500,743500,0
"234","NL9742",97500,742500,0
"235","NM0146",101500,746500,0
"236","NM0144",101500,744500,0
"237","NL9842",98500,742500,0
"238","NM0045",100500,745500,0
"239","NM0449",104500,749500,0
"240","NN0031",200500,731500,0
"241","NM7430",174500,730500,0
"242","NM7131",171500,731500,0
"243","NR3998",139500,698500,0
"244","NR3795",137500,695500,0
"245","NN0102",201500,702500,0
"246","NM4240",142500,740500,0
"247","NM4238",142500,738500,0
"248","NR8295",182500,695500,0
"249","NR6880",168500,680500,0
"250","NR8931",189500,631500,0
"251","NR9133",191500,633500,0
"252","NN0127",201500,727500,0
"253","NM9642",196500,742500,0
"254","NR7789",177500,689500,0
"255","NR7890",178500,690500,0
"256","NM8930",189500,730500,0
"257","NM9128",191500,728500,0
"258","NM9744",197500,744500,0
"259","NN0231",202500,731500,0
"260","NM9045",190500,745500,0
"261","NS0231",202500,631500,0
"262","NM8304",183500,704500,0
"263","NN3328",233500,728500,0
"264","NN0034",200500,734500,0
"265","NM8519",185500,719500,0
"266","NM8013",180500,713500,0
"267","NM2841",128500,741500,0
"268","NM9832",198500,732500,0
"269","NM9331",193500,731500,0
"270","NM8942",189500,742500,0
"271","NM9038",190500,738500,0
"272","NM9044",190500,744500,0
"273","NM8418",184500,718500,0
"274","NS3040",230500,640500,0
"275","NL9546",95500,746500,0
"276","NL9642",96500,742500,0
"277","NL9644",96500,744500,0
"278","NL9745",97500,745500,0
"279","NL9845",98500,745500,0
"280","NL9344",93500,744500,0
"281","NL9743",97500,743500,0
"282","NL9346",93500,746500,0
"283","NL9839",98500,739500,0
"284","NL9444",94500,744500,0
"285","NL9646",96500,746500,0
"286","NL9639",96500,739500,0
"287","NM2362",123500,762500,0
"288","NM1654",116500,754500,0
"289","NM2563",125500,763500,0
"290","NM1656",116500,756500,0
"291","NS0230",202500,630500,0
"292","NM4126",141500,726500,0
"293","NR7993",179500,693500,0
"294","NM7024",170500,724500,0
"295","NM9316",193500,716500,0
"296","NM5220",152500,720500,0
"297","NR6821",168500,621500,0
"298","NR6523",165500,623500,0
"299","NR6526",165500,626500,0
"300","NR8140",181500,640500,0
"301","NR7130",171500,630500,0
"302","NR7126",171500,626500,0
"303","NR7027",170500,627500,0
"304","NM9845",198500,745500,0
"305","NN0727",207500,727500,0
"306","NM4357",143500,757500,0
"307","NM4457",144500,757500,0
"308","NM4651",146500,751500,0
"309","NM4748",147500,748500,0
"310","NM4849",148500,749500,0
"311","NM5047",150500,747500,0
"312","NM5146",151500,746500,0
"313","NM4154",141500,754500,0
"314","NM9041",190500,741500,0
"315","NM5056",150500,756500,0
"316","NR8586",185500,686500,0
"317","NM9709",197500,709500,0
"318","NM3941",139500,741500,0
"319","NM3640",136500,740500,0
"320","NM9932",199500,732500,0
"321","NN0837",208500,737500,0
"322","NN1126",211500,726500,0
"323","NN0133",201500,733500,0
"324","NN0334",203500,734500,0
"325","NN0436",204500,736500,0
"326","NN0435",204500,735500,0
"327","NN0534",205500,734500,0
"328","NM9632",196500,732500,0
"329","NM4200",142500,700500,0
"330","NS3136",231500,636500,0
"331","NM9614",196500,714500,0
"332","NS0135",201500,635500,0
"333","NS1981",219500,681500,0
"334","NM4540",145500,740500,0
"335","NR6447",164500,647500,0
"336","NN2281",222500,781500,0
"337","NM9762",197500,762500,0
"338","NM9661",196500,761500,0
"339","NN0570",205500,770500,0
"340","NN2189",221500,789500,0
"341","NM7093",170500,793500,0
"342","NM7292",172500,792500,0
"343","NM6168",161500,768500,0
"344","NM5366",153500,766500,0
"345","NM6061",160500,761500,0
"346","NM6367",163500,767500,0
"347","NM7899",178500,799500,0
"348","NM7799",177500,799500,0
"349","NM4080",140500,780500,0
"350","NM4179",141500,779500,0
"351","NM6993",169500,793500,0
"352","NM6892",168500,792500,0
"353","NN2880",228500,780500,0
"354","NN2781",227500,781500,0
"355","NN1277",212500,777500,0
"356","NN2580",225500,780500,0
"357","NN2381",223500,781500,0
"358","NG2705",127500,805500,0
"359","NN1970",219500,770500,0
"360","NN1870",218500,770500,0
"361","NN1769",217500,769500,0
"362","NN1869",218500,769500,0
"363","NH2302",223500,802500,0
"364","NG3603",136500,803500,0
"365","NM6864",168500,764500,0
"366","NN1770",217500,770500,0
"367","NN1372",213500,772500,0
"368","NM9764",197500,764500,0
"369","NN0179",201500,779500,0
"370","NG8112",181500,812500,0
"371","NG9913",199500,813500,0
"372","NM6270",162500,770500,0
"373","NG7714",177500,814500,0
"374","NM4466",144500,766500,0
"375","NM7269",172500,769500,0
"376","NM5070",150500,770500,0
"377","NN0278",202500,778500,0
"378","NM7170",171500,770500,0
"379","NM7682",176500,782500,0
"380","NM6792",167500,792500,0
"381","NM6285",162500,785500,0
"382","NM6385",163500,785500,0
"383","NG7813",178500,813500,0
"384","NH3214",232500,814500,0
"385","NN1788",217500,788500,0
"386","NN1589",215500,789500,0
"387","NN1689",216500,789500,0
"388","NN1789",217500,789500,0
"389","NN1885",218500,785500,0
"390","NN1271",212500,771500,0
"391","NM6943",169500,743500,0
"392","NM7042",170500,742500,0
"393","NM7242",172500,742500,0
"394","NH2212",222500,812500,0
"395","NN1183",211500,783500,0
"396","NM4368",143500,768500,0
"397","NN1768",217500,768500,0
"398","NG8117",181500,817500,0
"399","NH1909",219500,809500,0
"400","NG5113",151500,813500,0
"401","NG5800",158500,800500,0
"402","NM5164",151500,764500,0
"403","NM5862",158500,762500,0
"404","NM5863",158500,763500,0
"405","NM5864",158500,764500,0
"406","NM4566",145500,766500,0
"407","NN1177",211500,777500,0
"408","NN1887",218500,787500,0
"409","NN0976",209500,776500,0
"410","NR2769",127500,669500,0
"411","NR3364",133500,664500,0
"412","NR4653",146500,653500,0
"413","NR2767",127500,667500,0
"414","NR2866",128500,666500,0
"415","NR3059",130500,659500,0
"416","NR3072",130500,672500,0
"417","NR2871",128500,671500,0
"418","NR3358",133500,658500,0
"419","NR3760",137500,660500,0
"420","NR1653",116500,653500,0
"421","NR2370",123500,670500,0
"422","NR4469",144500,669500,0
"423","NR2661",126500,661500,0
"424","NR2943",129500,643500,0
"425","NR3357",133500,657500,0
"426","NR3588",135500,688500,0
"427","NR3463",134500,663500,0
"428","NR4279",142500,679500,0
"429","NR3968",139500,668500,0
"430","NN0942",209500,742500,0
"431","NS3341",233500,641500,0
"432","NR7991",179500,691500,0
"433","NR8588",185500,688500,0
"434","NS3135",231500,635500,0
"435","NM2823",128500,723500,0
"436","NM6930",169500,730500,0
"437","NM0145",101500,745500,0
"438","NM0143",101500,743500,0
"439","NL9944",99500,744500,0
"440","NM0043",100500,743500,0
"441","NM0044",100500,744500,0
"442","NM3718",137500,718500,0
"443","NM4658",146500,758500,0
"444","NM5445",154500,745500,0
"445","NR8393",183500,693500,0
"446","NM4855",148500,755500,0
"447","NM3853",138500,753500,0
"448","NM6740",167500,740500,0
"449","NM4339",143500,739500,0
"450","NM4439",144500,739500,0
"451","NR8398",183500,698500,0
"452","NM5742",157500,742500,0
"453","NM3448",134500,748500,0
"454","NM3548",135500,748500,0
"455","NM9633",196500,733500,0
"456","NM9033",190500,733500,0
"457","NM8320",183500,720500,0
"458","NM8726",187500,726500,0
"459","NN0335",203500,735500,0
"460","NN0330",203500,730500,0
"461","NR7176",171500,676500,0
"462","NR7179",171500,679500,0
"463","NM8009",180500,709500,0
"464","NR6974",169500,674500,0
"465","NR7075",170500,675500,0
"466","NR5978",159500,678500,0
"467","NR7273",172500,673500,0
"468","NR6739",167500,639500,0
"469","NN3218",232500,718500,0
"470","NM7615",176500,715500,0
"471","NM8630",186500,730500,0
"472","NR7690",176500,690500,0
"473","NN0233",202500,733500,0
"474","NN0537",205500,737500,0
"475","NN0538",205500,738500,0
"476","NM8004",180500,704500,0
"477","NR7887",178500,687500,0
"478","NR8490",184500,690500,0
"479","NN2741",227500,741500,0
"480","NS2054",220500,654500,0
"481","NM8422",184500,722500,0
"482","NM8522",185500,722500,0
"483","NM8423",184500,723500,0
"484","NR9568",195500,668500,0
"485","NS3278",232500,678500,0
"486","NR7285",172500,685500,0
"487","NR7082",170500,682500,0
"488","NR6977",169500,677500,0
"489","NR7079",170500,679500,0
"490","NR6978",169500,678500,0
"491","NR6979",169500,679500,0
"492","NR7081",170500,681500,0
"493","NM7614",176500,714500,0
"494","NM7804",178500,704500,0
"495","NM6309",163500,709500,0
"496","NR7024",170500,624500,0
"497","NR6522",165500,622500,0
"498","NR6524",165500,624500,0
"499","NR6421",164500,621500,0
"500","NR6826",168500,626500,0
"501","NR6926",169500,626500,0
"502","NR6825",168500,625500,0
"503","NR7026",170500,626500,0
"504","NS1485",214500,685500,0
"505","NN0348",203500,748500,0
"506","NS0235",202500,635500,0
"507","NM9844",198500,744500,0
"508","NS0955",209500,655500,0
"509","NS2474",224500,674500,0
"510","NM5328",153500,728500,0
"511","NM6020",160500,720500,0
"512","NM6122",161500,722500,0
"513","NM5743",157500,743500,0
"514","NN0046",200500,746500,0
"515","NN0349",203500,749500,0
"516","NM8415",184500,715500,0
"517","NM9012",190500,712500,0
"518","NN0018",200500,718500,0
"519","NM4539",145500,739500,0
"520","NR6948",169500,648500,0
"521","NR6949",169500,649500,0
"522","NS2949",229500,649500,0
"523","NS2154",221500,654500,0
"524","NS2254",222500,654500,0
"525","NN2504",225500,704500,0
"526","NM3952",139500,752500,0
"527","NM4442",144500,742500,0
"528","NM4052",140500,752500,0
"529","NR3147",131500,647500,0
"530","NR3458",134500,658500,0
"531","NR1854",118500,654500,0
"532","NR2770",127500,670500,0
"533","NR3659",136500,659500,0
"534","NR3246",132500,646500,0
"535","NR3345",133500,645500,0
"536","NR3453",134500,653500,0
"537","NR2842",128500,642500,0
"538","NR2259",122500,659500,0
"539","NM9013",190500,713500,0
"540","NM8811",188500,711500,0
"541","NM9515",195500,715500,0
"542","NM9214",192500,714500,0
"543","NM8812",188500,712500,0
"544","NM8912",189500,712500,0
"545","NR7790",177500,690500,0
"546","NS1556",215500,656500,0
"547","NN0131",201500,731500,0
"548","NM6642",166500,742500,0
"549","NN0103",201500,703500,0
"550","NR9795",197500,695500,0
"551","NR7994",179500,694500,0
"552","NR9292",192500,692500,0
"553","NR9695",196500,695500,0
"554","NM4326",143500,726500,0
"555","NM4026",140500,726500,0
"556","NR6448",164500,648500,0
"557","NM7232",172500,732500,0
"558","NS1655",216500,655500,0
"559","NM4138",141500,738500,0
"560","NR8640",186500,640500,0
"561","NM0147",101500,747500,0
"562","NL9740",97500,740500,0
"563","NL9741",97500,741500,0
"564","NM0345",103500,745500,0
"565","NM0849",108500,749500,0
"566","NL9943",99500,743500,0
"567","NM0847",108500,747500,0
"568","NL9838",98500,738500,0
"569","NM0343",103500,743500,0
"570","NL9345",93500,745500,0
"571","NL9747",97500,747500,0
"572","NL9442",94500,742500,0
"573","NM0848",108500,748500,0
"574","NM0750",107500,750500,0
"575","NL9847",98500,747500,0
"576","NM0448",104500,748500,0
"577","NS2884",228500,684500,0
"578","NS2699",226500,699500,0
"579","NS2899",228500,699500,0
"580","NS3098",230500,698500,0
"581","NS2689",226500,689500,0
"582","NS2690",226500,690500,0
"583","NS3086",230500,686500,0
"584","NS2983",229500,683500,0
"585","NN3227",232500,727500,0
"586","NR6690",166500,690500,0
"587","NM4044",140500,744500,0
"588","NR7421",174500,621500,0
"589","NR9937",199500,637500,0
"590","NR7894",178500,694500,0
"591","NM7031",170500,731500,0
"592","NM5829",158500,729500,0
"593","NM2723",127500,723500,0
"594","NM2824",128500,724500,0
"595","NM4753",147500,753500,0
"596","NM4250",142500,750500,0
"597","NM4251",142500,751500,0
"598","NM6432",164500,732500,0
"599","NM5055",150500,755500,0
"600","NM4432",144500,732500,0
"601","NM3446",134500,746500,0
"602","NM3546",135500,746500,0
"603","NM4552",145500,752500,0
"604","NM3347",133500,747500,0
"605","NM2622",126500,722500,0
"606","NM5438",154500,738500,0
"607","NM6224",162500,724500,0
"608","NM6830",168500,730500,0
"609","NR7831",178500,631500,0
"610","NR6736",167500,636500,0
"611","NR7633",176500,633500,0
"612","NR7836",178500,636500,0
"613","NR7025",170500,625500,0
"614","NR7030",170500,630500,0
"615","NR7131",171500,631500,0
"616","NR7231",172500,631500,0
"617","NR6723",167500,623500,0
"618","NR6722",167500,622500,0
"619","NR6822",168500,622500,0
"620","NR7532",175500,632500,0
"621","NR7533",175500,633500,0
"622","NR7731",177500,631500,0
"623","NR7832",178500,632500,0
"624","NR7931",179500,631500,0
"625","NM9817",198500,717500,0
"626","NM9918",199500,718500,0
"627","NR7282",172500,682500,0
"628","NM8827",188500,727500,0
"629","NM2742",127500,742500,0
"630","NM4652",146500,752500,0
"631","NM5129",151500,729500,0
"632","NM3021",130500,721500,0
"633","NM5544",155500,744500,0
"634","NM4627",146500,727500,0
"635","NM4327",143500,727500,0
"636","NN2624",226500,724500,0
"637","NN2724",227500,724500,0
"638","NN2726",227500,726500,0
"639","NN2525",225500,725500,0
"640","NN2552",225500,752500,0
"641","NM8441",184500,741500,0
"642","NM8541",185500,741500,0
"643","NH2912",229500,812500,0
"644","NM4783",147500,783500,0
"645","NG5809",158500,809500,0
"646","NM6487",164500,787500,0
"647","NM6586",165500,786500,0
"648","NM6588",165500,788500,0
"649","NM6872",168500,772500,0
"650","NN0359",203500,759500,0
"651","NM9665",196500,765500,0
"652","NM6774",167500,774500,0
"653","NM6773",167500,773500,0
"654","NM6965",169500,765500,0
"655","NM7462",174500,762500,0
"656","NN0378",203500,778500,0
"657","NN1371",213500,771500,0
"658","NM7264",172500,764500,0
"659","NN1957",219500,757500,0
"660","NG2204",122500,804500,0
"661","NM4267",142500,767500,0
"662","NM6772",167500,772500,0
"663","NH2211",222500,811500,0
"664","NM4785",147500,785500,0
"665","NM4890",148500,790500,0
"666","NN2170",221500,770500,0
"667","NM8061",180500,761500,0
"668","NM6467",164500,767500,0
"669","NM8062",180500,762500,0
"670","NM6445",164500,745500,0
"671","NM6590",165500,790500,0
"672","NM8162",181500,762500,0
"673","NN0858",208500,758500,0
"674","NN1058",210500,758500,0
"675","NN0560",205500,760500,0
"676","NM9756",197500,756500,0
"677","NM9482",194500,782500,0
"678","NM9563",195500,763500,0
"679","NG2506",125500,806500,0
"680","NG2605",126500,805500,0
"681","NN1988",219500,788500,0
"682","NR6841",168500,641500,0
"683","NR8039",180500,639500,0
"684","NR7132",171500,632500,0
"685","NR9838",198500,638500,0
"686","NR9938",199500,638500,0
"687","NM9042",190500,742500,0
"688","NM8711",187500,711500,0
"689","NR8688",186500,688500,0
"690","NS1749",217500,649500,0
"691","NR7487",174500,687500,0
"692","NM9825",198500,725500,0
"693","NM3645",136500,745500,0
"694","NS3063",230500,663500,0
"695","NS3163",231500,663500,0
"696","NS3072",230500,672500,0
"697","NS2472",224500,672500,0
"698","NS0366",203500,666500,0
"699","NS0466",204500,666500,0
"700","NS2156",221500,656500,0
"701","NS2074",220500,674500,0
"702","NS2365",223500,665500,0
"703","NM0247",102500,747500,0
"704","NL9843",98500,743500,0
"705","NM0346",103500,746500,0
"706","NM0248",102500,748500,0
"707","NM0747",107500,747500,0
"708","NM0445",104500,745500,0
"709","NL9440",94500,740500,0
"710","NL9945",99500,745500,0
"711","NM5252",152500,752500,0
"712","NM9145",191500,745500,0
"713","NR3071",130500,671500,0
"714","NR4652",146500,652500,0
"715","NM4438",144500,738500,0
"716","NM6024",160500,724500,0
"717","NR7791",177500,691500,0
"718","NR6980",169500,680500,0
"719","NR3791",137500,691500,0
"720","NR3491",134500,691500,0
"721","NR3892",138500,692500,0
"722","NR3891",138500,691500,0
"723","NR3997",139500,697500,0
"724","NR3996",139500,696500,0
"725","NR3691",136500,691500,0
"726","NR3695",136500,695500,0
"727","NR3893",138500,693500,0
"728","NR3689",136500,689500,0
"729","NR3690",136500,690500,0
"730","NR3896",138500,696500,0
"731","NM3023",130500,723500,0
"732","NM2843",128500,743500,0
"733","NR4096",140500,696500,0
"734","NM9136",191500,736500,0
"735","NR3591",135500,691500,0
"736","NR4199",141500,699500,0
"737","NR3797",137500,697500,0
"738","NR3995",139500,695500,0
"739","NR4095",140500,695500,0
"740","NM8530",185500,730500,0
"741","NM8340",183500,740500,0
"742","NM7333",173500,733500,0
"743","NR3897",138500,697500,0
"744","NM3447",134500,747500,0
"745","NM3545",135500,745500,0
"746","NM3547",135500,747500,0
"747","NM7137",171500,737500,0
"748","NM2159",121500,759500,0
"749","NM0749",107500,749500,0
"750","NM2055",120500,755500,0
"751","NL9540",95500,740500,0
"752","NL9640",96500,740500,0
"753","NM1757",117500,757500,0
"754","NM2463",124500,763500,0
"755","NM2157",121500,757500,0
"756","NM2257",122500,757500,0
"757","NM1253",112500,753500,0
"758","NM1453",114500,753500,0
"759","NM2156",121500,756500,0
"760","NM1959",119500,759500,0
"761","NM0444",104500,744500,0
"762","NM1655",116500,755500,0
"763","NM2763",127500,763500,0
"764","NL9541",95500,741500,0
"765","NL9641",96500,741500,0
"766","NM1553",115500,753500,0
"767","NM2764",127500,764500,0
"768","NM1554",115500,754500,0
"769","NM0548",105500,748500,0
"770","NM3235",132500,735500,0
"771","NM4356",143500,756500,0
"772","NM4553",145500,753500,0
"773","NM7701",177500,701500,0
"774","NM7700",177500,700500,0
"775","NR8190",181500,690500,0
"776","NS1947",219500,647500,0
"777","NR7891",178500,691500,0
"778","NM8228",182500,728500,0
"779","NM8227",182500,727500,0
"780","NM8643",186500,743500,0
"781","NM8026",180500,726500,0
"782","NM7926",179500,726500,0
"783","NM8542",185500,742500,0
"784","NM8845",188500,745500,0
"785","NM8543",185500,743500,0
"786","NM8844",188500,744500,0
"787","NR9492",194500,692500,0
"788","NR9897",198500,697500,0
"789","NR3693",136500,693500,0
"790","NR3694",136500,694500,0
"791","NR3696",136500,696500,0
"792","NR3898",138500,698500,0
"793","NR4097",140500,697500,0
"794","NR4099",140500,699500,0
"795","NR4198",141500,698500,0
"796","NR3488",134500,688500,0
"797","NR3587",135500,687500,0
"798","NR3688",136500,688500,0
"799","NM3751",137500,751500,0
"800","NS3064",230500,664500,0
"801","NS1759",217500,659500,0
"802","NS3073",230500,673500,0
"803","NS1750",217500,650500,0
"804","NS0465",204500,665500,0
"805","NS1657",216500,657500,0
"806","NM4239",142500,739500,0
"807","NM3945",139500,745500,0
"808","NM8632",186500,732500,0
"809","NS1584",215500,684500,0
"810","NS3037",230500,637500,0
"811","NS3234",232500,634500,0
"812","NS3232",232500,632500,0
"813","NS3233",232500,633500,0
"814","NN2427",224500,727500,0
"815","NN1429",214500,729500,0
"816","NS2577",225500,677500,0
"817","NL9738",97500,738500,0
"818","NM0347",103500,747500,0
"819","NM4556",145500,756500,0
"820","NM4752",147500,752500,0
"821","NM8939",189500,739500,0
"822","NM8121",181500,721500,0
"823","NM9037",190500,737500,0
"824","NM8300",183500,700500,0
"825","NR8297",182500,697500,0
"826","NM8011",180500,711500,0
"827","NR8491",184500,691500,0
"828","NR8396",183500,696500,0
"829","NM8517",185500,717500,0
"830","NN2327",223500,727500,0
"831","NM9944",199500,744500,0
"832","NM9544",195500,744500,0
"833","NR8092",180500,692500,0
"834","NM8412",184500,712500,0
"835","NM8221",182500,721500,0
"836","NN1227",212500,727500,0
"837","NM9034",190500,734500,0
"838","NM9040",190500,740500,0
"839","NS0856",208500,656500,0
"840","NM4257",142500,757500,0
"841","NM5538",155500,738500,0
"842","NM5621",156500,721500,0
"843","NM5421",154500,721500,0
"844","NM7514",175500,714500,0
"845","NN1361",213500,761500,0
"846","NR6879",168500,679500,0
"847","NM8834",188500,734500,0
"848","NR7524",175500,624500,0
"849","NR2066",120500,666500,0
"850","NM9739",197500,739500,0
"851","NN1174",211500,774500,0
"852","NM6796",167500,796500,0
"853","NM6577",165500,777500,0
"854","NM6865",168500,765500,0
"855","NM6476",164500,776500,0
"856","NM6477",164500,777500,0
"857","NM4468",144500,768500,0
"858","NM6671",166500,771500,0
"859","NG7015",170500,815500,0
"860","NG5808",158500,808500,0
"861","NM6897",168500,797500,0
"862","NM9260",192500,760500,0
"863","NN0469",204500,769500,0
"864","NN0261",202500,761500,0
"865","NN0361",203500,761500,0
"866","NM9963",199500,763500,0
"867","NM9560",195500,760500,0
"868","NM6744",167500,744500,0
"869","NN1961",219500,761500,0
"870","NN1461",214500,761500,0
"871","NM6686",166500,786500,0
"872","NG6304",163500,804500,0
