"easting","northing","n50m","mean","min","max"
140000,673000,400,86.0957499313354,43,147.800003051758
141000,673000,371,30.5380053555548,-0.600000023841858,60.2000007629395
144000,673000,353,14.3832860720732,-0.600000023841858,33.9000015258789
145000,673000,400,72.1040000581741,14.1999998092651,102.800003051758
146000,673000,400,144.229250450134,97.5,186.300003051758
147000,673000,400,241.525750274658,172.199996948242,406.799987792969
148000,673000,400,509.522750320435,271.5,731.900024414062
149000,673000,400,415.398499298096,249.199996948242,675.099975585938
150000,673000,400,240.635249977112,176.100006103516,410.799987792969
151000,673000,400,187.414499168396,166.699996948242,280.299987792969
152000,673000,400,181.771749725342,130.5,223.300003051758
153000,673000,400,129.211499977112,70.8000030517578,190.800003051758
154000,673000,400,92.0047497463226,47.2000007629395,162.399993896484
155000,673000,400,86.0757499933243,30.6000003814697,171.300003051758
156000,673000,342,26.8412281162601,-0.100000001490116,58.4000015258789
157000,673000,274,6.21386861869127,-0.100000001490116,25.8999996185303
170000,673000,394,44.4860405983961,-0.200000002980232,82.1999969482422
171000,673000,142,38.835211238286,-0.200000002980232,90.4000015258789
172000,673000,32,9.13750001788139,-0.200000002980232,50.4000015258789
174000,673000,361,70.584487401176,-0.200000002980232,165.800003051758
175000,673000,400,168.113499927521,72.4000015258789,235.300003051758
176000,673000,400,164.879999847412,135.100006103516,225.300003051758
177000,673000,400,195.977249946594,142,237.5
178000,673000,400,228.789999656677,178,284.5
179000,673000,400,286.590249862671,215.199996948242,362.399993896484
180000,673000,400,346.980250320435,312.200012207031,452.5
181000,673000,400,424.413249359131,301.100006103516,535.5
182000,673000,400,324.386250267029,252.199996948242,462.100006103516
183000,673000,400,254.986498985291,185.100006103516,324.799987792969
184000,673000,400,217.351250076294,165.899993896484,320.5
185000,673000,400,167.232249612808,37.2000007629395,221.300003051758
186000,673000,153,42.4705883381413,-1.29999995231628,124.300003051758
190000,673000,103,27.1388348832871,-0.800000011920929,62.0999984741211
191000,673000,400,49.2190000212193,2.5,102.699996948242
192000,673000,400,159.010500392914,73,262
193000,673000,400,211.630750198364,154.199996948242,263.399993896484
194000,673000,400,157.61500043869,99.0999984741211,238.100006103516
195000,673000,400,140.437999954224,66.9000015258789,218
196000,673000,400,151.448750114441,77.8000030517578,241.100006103516
197000,673000,400,144.158250155449,22.7999992370605,262.700012207031
198000,673000,290,82.4079309753303,-0.800000011920929,214.100006103516
199000,673000,135,23.4474072527002,-0.800000011920929,92.0999984741211
2e+05,673000,346,96.7838151234423,-1,171.100006103516
201000,673000,400,120.512749986649,47.2999992370605,171.300003051758
202000,673000,390,59.7274357775847,-1,122.699996948242
203000,673000,124,15.7362903077756,-1,59.5
204000,673000,290,71.8917240329857,-1,271
205000,673000,400,255.264250431061,75.4000015258789,366.100006103516
206000,673000,400,344.431999549866,196.199996948242,436.700012207031
207000,673000,361,112.166758872961,-1,285.899993896484
209000,673000,332,126.824397710971,-1,286.399993896484
210000,673000,400,365.024500350952,261.399993896484,414.799987792969
211000,673000,400,212.260250282288,102.699996948242,404.200012207031
212000,673000,400,273.443249797821,120.900001525879,411.399993896484
213000,673000,400,362.694999389648,278.299987792969,410.799987792969
214000,673000,400,312.410249900818,245.300003051758,346.200012207031
215000,673000,400,162.278500018269,0.5,285.899993896484
216000,673000,75,5.00533335040013,-1.10000002384186,25.8999996185303
220000,673000,359,13.3454038900502,-1.20000004768372,62.2000007629395
221000,673000,400,53.0987501037121,7.09999990463257,160.800003051758
222000,673000,400,70.8810003042221,19.2000007629395,171
223000,673000,400,195.995249958038,44.4000015258789,279
224000,673000,400,233.576250114441,183.699996948242,281
225000,673000,400,227.502750434875,195,275.200012207031
226000,673000,400,223.385250053406,196,256
227000,673000,400,245.138500404358,197.699996948242,279.399993896484
228000,673000,400,249.659250335693,193.5,285.899993896484
229000,673000,400,240.869249687195,182.100006103516,289
230000,673000,400,209.113500099182,155.899993896484,236.5
231000,673000,400,183.754250450134,148.600006103516,213.800003051758
232000,673000,400,144.719499950409,83.6999969482422,192.100006103516
127000,673000,270,14.9366666486694,-0.699999988079071,44.0999984741211
169000,673000,113,16.7433628260562,-0.200000002980232,49.4000015258789
173000,673000,44,18.6886362677271,-0.200000002980232,36.2000007629395
126000,673000,56,16.0928571238848,-0.699999988079071,33.7000007629395
131000,673000,95,2.82736840875525,-0.600000023841858,18
142000,673000,43,21.6023255531178,-0.600000023841858,53.7999992370605
219000,673000,2,-1.10000002384186,-1.10000002384186,-1.10000002384186
126000,672000,369,31.3555556266571,-0.699999988079071,55.0999984741211
127000,672000,400,36.6567500448227,22.5,49.5999984741211
128000,672000,391,16.5961635897265,-0.699999988079071,30.6000003814697
129000,672000,319,-0.531661431500717,-0.699999988079071,11.5
130000,672000,378,3.50714285858961,-0.699999988079071,19.1000003814697
131000,672000,400,12.6947499918938,4.40000009536743,21.5
132000,672000,400,20.9587500208616,1.10000002384186,33.7999992370605
133000,672000,400,41.5087499189377,24.2000007629395,67
134000,672000,400,88.375,51.7000007629395,139
135000,672000,400,156.847000102997,89.5,240.600006103516
136000,672000,400,189.262499847412,147.399993896484,241.300003051758
137000,672000,400,210.112249717712,158.600006103516,316.200012207031
138000,672000,400,212.423250541687,149.199996948242,308.5
139000,672000,400,142.645000228882,103.400001525879,182.699996948242
140000,672000,400,77.7649999523163,48.7999992370605,128.5
141000,672000,400,60.3567501592636,29.8999996185303,100.599998474121
142000,672000,221,65.1769229060384,-0.600000023841858,111.699996948242
144000,672000,377,18.0517241357176,-0.600000023841858,54.5
145000,672000,400,67.4269999790192,26.8999996185303,98.1999969482422
146000,672000,400,132.890750198364,79,183.800003051758
147000,672000,400,209.579999580383,132,414.899993896484
148000,672000,400,330.184249572754,156.199996948242,611.700012207031
149000,672000,400,391.020500640869,232.300003051758,501.899993896484
150000,672000,400,310.325499916077,199.399993896484,444.799987792969
151000,672000,400,265.712499809265,200.199996948242,327.899993896484
