"","km_sq","easting","northing","nR","nSpp","minyear","maxyear"
"578","NS1981",219000,681000,4,5,2002,2017
"579","NS1880",218000,680000,1,2,2002,2002
"580","NS0853",208000,653000,2,6,2002,2003
"581","NM4540",145000,740000,4,6,2002,2014
"582","NR6447",164000,647000,10,11,2002,2016
"583","NM2059",120000,759000,1,1,2002,2002
"584","NN2281",222000,781000,12,7,2003,2017
"585","NM9762",197000,762000,8,10,2004,2016
"586","NM7756",177000,756000,1,1,2004,2004
"587","NN0044",2e+05,744000,1,5,2004,2004
"588","NM9661",196000,761000,5,3,2003,2003
"589","NN0570",205000,770000,8,8,2003,2013
"590","NN2189",221000,789000,11,8,2003,2015
"591","NM7093",170000,793000,45,13,2003,2014
"592","NM7292",172000,792000,5,6,2003,2014
"593","NM6168",161000,768000,3,5,2003,2007
"594","NM7270",172000,770000,2,2,2003,2007
"595","NM5366",153000,766000,7,6,2003,2016
"596","NM6795",167000,795000,1,3,2003,2003
"597","NM8098",180000,798000,1,1,2003,2003
"598","NM8198",181000,798000,2,5,2003,2004
"599","NN3280",232000,780000,1,1,2003,2003
"600","NM6061",160000,761000,12,8,2003,2017
"601","NM6367",163000,767000,4,7,2003,2010
"602","NM6068",160000,768000,1,4,2003,2003
"603","NM7899",178000,799000,5,10,2003,2013
"604","NM7999",179000,799000,1,3,2003,2003
"605","NM7998",179000,798000,1,2,2003,2003
"606","NM8099",180000,799000,1,2,2003,2003
"607","NM7799",177000,799000,4,8,2003,2009
"608","NM4080",140000,780000,4,4,2003,2017
"609","NM4079",140000,779000,2,9,2003,2003
"610","NM4179",141000,779000,12,10,2003,2016
"611","NM4962",149000,762000,1,1,2003,2003
"612","NM6997",169000,797000,1,1,2003,2003
"613","NM6993",169000,793000,4,3,2003,2014
"614","NM6892",168000,792000,21,7,2003,2017
"615","NN2880",228000,780000,3,2,2003,2011
"616","NM6769",167000,769000,2,2,2003,2013
"617","NN2781",227000,781000,5,4,2003,2016
"618","NN1277",212000,777000,3,4,2003,2015
"619","NN2580",225000,780000,3,2,2003,2007
"620","NN2381",223000,781000,8,4,2003,2012
"621","NG2705",127000,805000,8,5,2003,2017
"622","NN1970",219000,770000,4,1,2003,2009
"623","NN1870",218000,770000,3,1,2003,2009
"624","NN1769",217000,769000,5,2,2003,2014
"625","NN1869",218000,769000,4,1,2003,2009
"626","NH2302",223000,802000,3,4,2003,2014
"627","NG8416",184000,816000,1,5,2003,2003
"628","NM3891",138000,791000,1,3,2003,2003
"629","NM3892",138000,792000,1,2,2003,2003
"630","NM4093",140000,793000,1,4,2003,2003
"631","NG3603",136000,803000,8,8,2003,2017
"632","NM7062",170000,762000,1,1,2003,2003
"633","NM5266",152000,766000,2,2,2003,2004
"634","NM4864",148000,764000,1,1,2003,2003
"635","NM6864",168000,764000,4,4,2003,2014
"636","NN2680",226000,780000,1,2,2003,2003
"637","NN1770",217000,770000,3,1,2003,2006
"638","NN1372",213000,772000,3,2,2003,2009
"639","NN1472",214000,772000,1,1,2003,2003
"640","NM5662",156000,762000,2,3,2003,2015
"641","NM5754",157000,754000,1,2,2003,2003
"642","NM9764",197000,764000,5,8,2003,2016
"643","NM7667",176000,767000,1,1,2003,2003
"644","NM7870",178000,770000,2,2,2003,2015
"645","NM8171",181000,771000,1,1,2003,2003
"646","NM8172",181000,772000,1,3,2003,2003
"647","NM7768",177000,768000,1,1,2003,2003
"648","NN1480",214000,780000,2,4,2003,2009
"649","NN0179",201000,779000,22,15,2003,2017
"650","NG2606",126000,806000,1,2,2003,2003
"651","NM3993",139000,793000,1,4,2003,2003
"652","NG2704",127000,804000,2,5,2003,2009
"653","NM1596",115000,796000,1,2,2003,2003
"654","NG8112",181000,812000,3,4,2003,2009
"655","NG9913",199000,813000,4,4,2003,2010
"656","NM6270",162000,770000,3,6,2003,2016
"657","NM5363",153000,763000,2,2,2003,2012
"658","NM5463",154000,763000,1,1,2003,2003
"659","NM5564",155000,764000,1,2,2003,2003
"660","NN1670",216000,770000,1,1,2003,2003
"661","NG7714",177000,814000,3,8,2003,2012
"662","NM7061",170000,761000,1,1,2003,2003
"663","NM6461",164000,761000,1,1,2003,2003
"664","NM7471",174000,771000,1,1,2003,2003
"665","NM8863",188000,763000,1,1,2003,2003
"666","NG8409",184000,809000,1,1,2003,2003
"667","NG7713",177000,813000,1,1,2003,2003
"668","NM4466",144000,766000,6,7,2004,2013
"669","NN0266",202000,766000,1,2,2004,2004
"670","NM7269",172000,769000,3,4,2004,2016
"671","NM7660",176000,760000,2,1,2004,2015
"672","NM9479",194000,779000,1,4,2004,2004
"673","NM5170",151000,770000,2,6,2004,2016
"674","NM5070",150000,770000,7,11,2004,2016
"675","NN0278",202000,778000,4,8,2004,2016
"676","NM9060",190000,760000,1,3,2004,2004
"677","NM6777",167000,777000,2,3,2004,2016
"678","NM9459",194000,759000,1,1,2004,2004
"679","NN0268",202000,768000,1,2,2004,2004
"680","NM6460",164000,760000,2,7,2004,2013
"681","NM7170",171000,770000,3,2,2004,2013
"682","NM7682",176000,782000,3,4,2004,2014
"683","NM6792",167000,792000,78,14,2004,2017
"684","NM6285",162000,785000,8,10,2004,2016
"685","NM6385",163000,785000,4,9,2004,2011
"686","NG7712",177000,812000,2,5,2004,2005
"687","NG8014",180000,814000,1,3,2004,2004
"688","NG7813",178000,813000,3,6,2004,2008
"689","NH3214",232000,814000,15,13,2004,2015
"690","NH3100",231000,8e+05,2,3,2004,2006
"691","NN1788",217000,788000,11,10,2004,2017
"692","NN1589",215000,789000,8,8,2004,2017
"693","NN1689",216000,789000,4,5,2004,2017
"694","NN1789",217000,789000,3,4,2004,2006
"695","NN1490",214000,790000,2,4,2004,2017
"696","NN1491",214000,791000,1,2,2004,2004
"697","NN1885",218000,785000,3,5,2004,2016
"698","NN1290",212000,790000,1,1,2004,2004
"699","NN1888",218000,788000,2,1,2004,2006
"700","NN1271",212000,771000,10,7,2004,2015
"701","NM6943",169000,743000,3,8,2004,2010
"702","NM7042",170000,742000,4,3,2004,2012
"703","NM7142",171000,742000,2,4,2004,2012
"704","NM7242",172000,742000,11,11,2004,2012
"705","NG8705",187000,805000,1,1,2004,2004
"706","NH2212",222000,812000,3,1,2004,2008
"707","NM9892",198000,792000,2,2,2004,2014
"708","NH1001",210000,801000,1,1,2004,2004
"709","NN1183",211000,783000,19,13,2004,2017
"710","NG6911",169000,811000,1,1,2004,2004
"711","NG9505",195000,805000,1,1,2004,2004
"712","NG7400",174000,8e+05,1,2,2004,2004
"713","NH1601",216000,801000,1,2,2004,2004
"714","NM4368",143000,768000,4,4,2004,2010
"715","NN2980",229000,780000,2,1,2004,2010
"716","NN1768",217000,768000,4,3,2004,2014
"717","NG5415",154000,815000,2,6,2004,2012
"718","NG8117",181000,817000,4,3,2004,2008
"719","NG8217",182000,817000,2,2,2004,2005
"720","NG8317",183000,817000,1,1,2004,2004
"721","NG7815",178000,815000,2,2,2004,2011
"722","NG3916",139000,816000,1,1,2004,2004
"723","NH1909",219000,809000,3,1,2004,2016
"724","NG5112",151000,812000,1,1,2004,2004
"725","NG5113",151000,813000,4,4,2004,2013
"726","NG6912",169000,812000,1,1,2004,2004
"727","NH1710",217000,810000,1,1,2004,2004
"728","NH1310",213000,810000,1,1,2004,2004
"729","NH1410",214000,810000,1,1,2004,2004
"730","NG5600",156000,8e+05,2,2,2004,2014
"731","NG5700",157000,8e+05,2,2,2004,2014
"732","NG5800",158000,8e+05,3,4,2004,2016
"733","NM5699",156000,799000,1,2,2004,2004
"734","NM4963",149000,763000,1,1,2004,2004
"735","NM4667",146000,767000,1,1,2004,2004
"736","NM4766",147000,766000,2,3,2004,2013
"737","NM5064",150000,764000,1,1,2004,2004
"738","NM5164",151000,764000,3,3,2004,2017
"739","NM5166",151000,766000,1,3,2004,2004
"740","NM5570",155000,770000,2,2,2004,2006
"741","NM5669",156000,769000,1,1,2004,2004
"742","NM5766",157000,766000,1,1,2004,2004
"743","NM5767",157000,767000,1,1,2004,2004
"744","NM5862",158000,762000,6,8,2004,2017
"745","NM5863",158000,763000,3,7,2004,2004
"746","NM5864",158000,764000,4,7,2004,2008
"747","NM5964",159000,764000,1,1,2004,2004
"748","NM6063",160000,763000,1,1,2004,2004
"749","NM6162",161000,762000,1,3,2004,2004
"750","NM6669",166000,769000,2,3,2004,2008
"751","NM4566",145000,766000,8,6,2004,2012
"752","NM8056",180000,756000,1,1,2004,2004
"753","NM8057",180000,757000,1,1,2004,2004
"754","NM8058",180000,758000,1,1,2004,2004
"755","NM5165",151000,765000,1,1,2004,2004
"756","NM5465",154000,765000,2,2,2004,2006
"757","NM5566",155000,766000,1,1,2004,2004
"758","NM5563",155000,763000,1,1,2004,2004
"759","NM6163",161000,763000,1,1,2004,2004
"760","NM7572",175000,772000,1,1,2004,2004
"761","NM6553",165000,753000,1,1,2004,2004
"762","NN1177",211000,777000,5,5,2004,2011
"763","NN1887",218000,787000,3,3,2004,2006
"764","NN0976",209000,776000,3,3,2004,2014
"765","NN0264",202000,764000,1,1,2004,2004
"766","NN0368",203000,768000,1,2,2004,2004
"767","NN1778",217000,778000,1,1,2004,2004
"768","NN1787",217000,787000,2,2,2004,2006
"769","NR3964",139000,664000,1,1,2003,2003
"770","NR2565",125000,665000,1,1,2003,2003
"771","NR2769",127000,669000,28,13,2003,2014
"772","NR2666",126000,666000,1,1,2003,2003
"773","NR2669",126000,669000,1,1,2003,2003
"774","NR3164",131000,664000,1,1,2003,2003
"775","NR3364",133000,664000,3,3,2003,2010
"776","NR4653",146000,653000,6,9,2003,2016
"777","NR2063",120000,663000,2,2,2003,2004
"778","NR4448",144000,648000,2,3,2003,2003
"779","NR2767",127000,667000,56,16,2003,2016
"780","NR2866",128000,666000,24,17,2003,2014
"781","NR3059",130000,659000,4,6,2003,2011
"782","NR2870",128000,670000,1,1,2003,2003
"783","NR3072",130000,672000,4,7,2003,2011
"784","NR2871",128000,671000,3,3,2003,2014
"785","NR2671",126000,671000,1,6,2003,2003
"786","NR2771",127000,671000,2,4,2003,2004
"787","NR3358",133000,658000,4,6,2003,2004
"788","NR2564",125000,664000,1,1,2003,2003
"789","NR3163",131000,663000,1,1,2003,2003
"790","NR3760",137000,660000,3,6,2003,2005
"791","NR1955",119000,655000,2,4,2004,2005
"792","NR1653",116000,653000,5,8,2004,2013
"793","NR1856",118000,656000,1,2,2004,2004
"794","NR2370",123000,670000,8,8,2004,2011
"795","NR4469",144000,669000,4,5,2004,2014
"796","NR2061",120000,661000,2,2,2004,2005
"797","NR2661",126000,661000,56,10,2004,2011
"798","NR2943",129000,643000,7,8,2004,2017
"799","NR2942",129000,642000,1,4,2004,2004
"800","NR4659",146000,659000,1,2,2004,2004
"801","NR2969",129000,669000,2,3,2004,2013
"802","NR3357",133000,657000,3,7,2004,2004
"803","NR3588",135000,688000,15,10,2004,2012
"804","NR3463",134000,663000,3,3,2004,2006
"805","NR4349",143000,649000,2,2,2004,2004
"806","NR4279",142000,679000,7,9,2004,2017
"807","NR3262",132000,662000,1,1,2004,2004
"808","NR3461",134000,661000,1,3,2004,2004
"809","NR3968",139000,668000,3,5,2004,2017
"810","NN0942",209000,742000,4,7,2004,2013
"811","NS3341",233000,641000,75,13,2003,2010
"812","NR7991",179000,691000,14,12,2003,2017
"813","NN1919",219000,719000,1,1,2003,2003
"814","NR8588",185000,688000,4,3,2003,2017
"815","NN1315",213000,715000,1,1,2003,2003
"816","NN0807",208000,707000,1,1,2003,2003
"817","NR8189",181000,689000,1,1,2003,2003
"818","NR8089",180000,689000,2,5,2003,2014
"819","NR8188",181000,688000,2,2,2003,2003
"820","NS3135",231000,635000,10,12,2003,2016
"821","NM7910",179000,710000,1,3,2003,2003
"822","NM2823",128000,723000,4,2,2003,2016
"823","NM6631",166000,731000,1,1,2003,2003
"824","NM6930",169000,730000,6,9,2003,2010
"825","NM0145",101000,745000,63,5,2003,2017
"826","NM0143",101000,743000,29,5,2003,2017
"827","NL9944",99000,744000,33,7,2003,2017
"828","NM0043",1e+05,743000,22,5,2003,2017
"829","NM0044",1e+05,744000,33,7,2003,2017
"830","NM3718",137000,718000,9,8,2003,2016
"831","NM4658",146000,758000,4,8,2003,2017
"832","NM5445",154000,745000,6,7,2003,2016
"833","NR8393",183000,693000,8,10,2003,2017
"834","NM4855",148000,755000,16,13,2003,2017
"835","NM4830",148000,730000,2,2,2003,2014
"836","NM3853",138000,753000,38,16,2003,2016
"837","NM6740",167000,740000,12,9,2003,2014
"838","NM4945",149000,745000,1,1,2003,2003
"839","NM4339",143000,739000,14,9,2003,2017
"840","NM4439",144000,739000,23,15,2003,2017
"841","NR8398",183000,698000,41,15,2003,2017
"842","NM5045",150000,745000,2,3,2003,2016
"843","NM5742",157000,742000,3,4,2003,2011
"844","NM5541",155000,741000,2,2,2003,2004
"845","NM5145",151000,745000,2,2,2003,2008
"846","NM3448",134000,748000,61,12,2003,2016
"847","NM3548",135000,748000,172,16,2003,2011
"848","NR9046",190000,646000,1,1,2003,2003
"849","NM9633",196000,733000,6,8,2003,2015
"850","NM9033",190000,733000,12,10,2003,2017
"851","NM8320",183000,720000,6,8,2003,2016
"852","NM8223",182000,723000,1,3,2003,2003
"853","NM8726",187000,726000,4,4,2003,2017
"854","NN0335",203000,735000,4,8,2003,2013
"855","NN0330",203000,730000,8,14,2003,2010
"856","NR2665",126000,665000,1,1,2003,2003
"857","NR2566",125000,666000,1,1,2003,2003
"858","NR3965",139000,665000,1,1,2003,2003
"859","NR7176",171000,676000,3,1,2003,2003
"860","NR7179",171000,679000,29,11,2003,2008
"861","NS0259",202000,659000,1,7,2003,2003
"862","NM9801",198000,701000,1,1,2003,2003
"863","NR7458",174000,658000,1,2,2003,2003
"864","NR9499",194000,699000,2,2,2003,2008
"865","NM9700",197000,7e+05,1,3,2003,2003
"866","NR8266",182000,666000,1,1,2003,2003
"867","NR7558",175000,658000,2,2,2003,2007
"868","NM9514",195000,714000,2,3,2003,2017
"869","NM9600",196000,7e+05,1,2,2003,2003
"870","NM8009",180000,709000,3,4,2003,2016
"871","NR6974",169000,674000,10,7,2003,2015
"872","NR7075",170000,675000,12,8,2003,2015
"873","NR5978",159000,678000,4,4,2003,2015
"874","NM8140",181000,740000,2,2,2003,2013
"875","NR7273",172000,673000,3,2,2003,2013
"876","NM4331",143000,731000,2,4,2003,2004
"877","NR6739",167000,639000,7,6,2003,2007
"878","NM8108",181000,708000,2,3,2003,2016
"879","NR8589",185000,689000,2,2,2003,2011
"880","NN3218",232000,718000,3,5,2003,2015
"881","NS3184",231000,684000,2,7,2003,2016
"882","NM7615",176000,715000,16,14,2003,2017
"883","NM8633",186000,733000,1,2,2003,2003
"884","NM8630",186000,730000,5,6,2003,2017
"885","NR7455",174000,655000,1,1,2003,2003
"886","NR7690",176000,690000,10,7,2003,2003
"887","NN0233",202000,733000,5,13,2003,2013
"888","NN0537",205000,737000,10,4,2003,2016
"889","NN0538",205000,738000,15,6,2003,2016
"890","NR9346",193000,646000,2,3,2003,2012
"891","NM3639",136000,739000,2,1,2003,2003
"892","NM8004",180000,704000,3,5,2003,2012
"893","NR7887",178000,687000,5,6,2003,2017
"894","NR7588",175000,688000,1,1,2003,2003
"895","NR8490",184000,690000,11,11,2003,2015
"896","NR7689",176000,689000,1,1,2003,2003
"897","NN2741",227000,741000,3,4,2003,2014
"898","NS3142",231000,642000,1,1,2003,2003
"899","NS2054",220000,654000,6,6,2003,2017
"900","NS1482",214000,682000,2,2,2003,2009
"901","NS1082",210000,682000,1,1,2003,2003
"902","NS0085",2e+05,685000,2,2,2003,2003
"903","NR9681",196000,681000,1,1,2003,2003
"904","NM8422",184000,722000,14,10,2003,2016
"905","NM8321",183000,721000,2,5,2003,2017
"906","NM8623",186000,723000,2,2,2003,2006
"907","NM8522",185000,722000,4,4,2003,2013
"908","NM8423",184000,723000,4,5,2003,2016
"909","NM7105",171000,705000,2,6,2003,2017
"910","NR9568",195000,668000,26,7,2003,2003
"911","NR9668",196000,668000,2,2,2003,2009
"912","NR9567",195000,667000,2,2,2003,2007
"913","NS3278",232000,678000,4,5,2003,2017
"914","NM5238",152000,738000,1,5,2003,2003
"915","NM5843",158000,743000,1,4,2003,2003
"916","NR7285",172000,685000,7,9,2003,2014
"917","NR7082",170000,682000,5,6,2003,2004
"918","NR6977",169000,677000,3,6,2003,2017
"919","NR7079",170000,679000,5,5,2003,2012
"920","NR6978",169000,678000,7,7,2003,2017
"921","NR7978",179000,678000,2,5,2003,2003
"922","NR6979",169000,679000,7,6,2003,2017
"923","NR7081",170000,681000,6,7,2003,2005
"924","NR7181",171000,681000,1,5,2003,2003
"925","NM7614",176000,714000,17,12,2003,2017
"926","NM7804",178000,704000,5,9,2003,2010
"927","NM6309",163000,709000,3,7,2003,2013
"928","NR7024",170000,624000,3,3,2003,2005
"929","NR7149",171000,649000,2,3,2003,2013
"930","NR7123",171000,623000,2,2,2003,2012
"931","NR7124",171000,624000,1,1,2003,2003
"932","NR8249",182000,649000,1,2,2003,2003
"933","NR8262",182000,662000,1,1,2003,2003
"934","NR7044",170000,644000,1,1,2003,2003
"935","NR6522",165000,622000,10,7,2003,2010
"936","NR6532",165000,632000,1,1,2003,2003
"937","NR6524",165000,624000,21,10,2003,2014
"938","NR6421",164000,621000,13,5,2003,2016
"939","NR6521",165000,621000,1,1,2003,2003
"940","NR6826",168000,626000,11,5,2003,2012
"941","NR6926",169000,626000,29,11,2003,2016
"942","NR8248",182000,648000,1,1,2003,2003
"943","NR8144",181000,644000,1,1,2003,2003
"944","NR6825",168000,625000,9,10,2003,2012
"945","NR7026",170000,626000,7,5,2003,2012
"946","NR7125",171000,625000,2,2,2003,2012
"947","NR6823",168000,623000,1,1,2003,2003
"948","NR8043",180000,643000,1,1,2003,2003
"949","NR9552",195000,652000,2,5,2003,2012
"950","NS1485",214000,685000,6,3,2003,2017
"951","NN0648",206000,748000,2,2,2003,2009
"952","NN0348",203000,748000,5,8,2003,2013
"953","NN0448",204000,748000,1,2,2003,2003
"954","NS0235",202000,635000,4,3,2003,2014
"955","NM9844",198000,744000,14,10,2003,2016
"956","NS0223",202000,623000,1,1,2003,2003
"957","NS0464",204000,664000,1,5,2003,2003
"958","NS0952",209000,652000,1,6,2003,2003
"959","NS0955",209000,655000,3,3,2003,2010
"960","NS0362",203000,662000,1,2,2003,2003
"961","NS2474",224000,674000,4,6,2003,2013
"962","NM5530",155000,730000,1,1,2003,2003
"963","NM5832",158000,732000,1,3,2003,2003
"964","NM5328",153000,728000,5,4,2003,2016
"965","NM6020",160000,720000,3,5,2003,2015
"966","NM6021",160000,721000,2,3,2003,2015
"967","NM6122",161000,722000,5,5,2003,2016
"968","NM6121",161000,721000,1,1,2003,2003
"969","NM5730",157000,730000,2,4,2003,2012
"970","NM5731",157000,731000,1,1,2003,2003
"971","NM5831",158000,731000,1,1,2003,2003
"972","NM5921",159000,721000,1,1,2003,2003
"973","NM5743",157000,743000,26,9,2003,2017
"974","NM4828",148000,728000,2,2,2003,2011
"975","NN0627",206000,727000,1,2,2004,2004
"976","NN0046",2e+05,746000,17,13,2004,2016
"977","NN0349",203000,749000,7,5,2004,2015
"978","NM8830",188000,730000,1,3,2004,2004
"979","NM8415",184000,715000,3,5,2004,2012
"980","NM9012",190000,712000,10,7,2004,2007
"981","NM9114",191000,714000,1,2,2004,2004
"982","NM9715",197000,715000,2,3,2004,2012
"983","NN0018",2e+05,718000,5,6,2004,2012
"984","NM4539",145000,739000,3,4,2004,2012
"985","NR7958",179000,658000,1,1,2004,2004
"986","NR8863",188000,663000,1,1,2004,2004
"987","NR6948",169000,648000,8,10,2004,2014
"988","NR6949",169000,649000,5,8,2004,2006
"989","NR8958",189000,658000,1,3,2004,2004
"990","NS2949",229000,649000,7,8,2004,2017
"991","NS2154",221000,654000,3,4,2004,2012
"992","NS2254",222000,654000,3,3,2004,2013
"993","NN2504",225000,704000,4,5,2004,2015
"994","NM3952",139000,752000,8,9,2004,2016
"995","NM4442",144000,742000,7,9,2004,2014
"996","NM4053",140000,753000,2,6,2004,2009
"997","NM4052",140000,752000,5,9,2004,2013
"998","NM9342",193000,742000,2,6,2004,2008
"999","NR3147",131000,647000,3,5,2004,2011
"1000","NR3958",139000,658000,1,2,2004,2004
"1001","NR2470",124000,670000,2,7,2004,2004
"1002","NR3549",135000,649000,1,2,2004,2004
"1003","NR3458",134000,658000,4,3,2004,2013
"1004","NR3960",139000,660000,1,1,2004,2004
"1005","NR3257",132000,657000,1,2,2004,2004
"1006","NR4177",141000,677000,1,3,2004,2004
"1007","NR1854",118000,654000,4,3,2004,2013
"1008","NR3556",135000,656000,1,1,2004,2004
"1009","NR3746",137000,646000,2,4,2004,2004
"1010","NR4664",146000,664000,1,1,2004,2004
"1011","NR4276",142000,676000,1,1,2004,2004
"1012","NR3751",137000,651000,1,1,2004,2004
"1013","NR3860",138000,660000,1,1,2004,2004
"1014","NR2770",127000,670000,6,7,2004,2005
"1015","NR2471",124000,671000,1,4,2004,2004
"1016","NR3847",138000,647000,1,1,2004,2004
"1017","NR3659",136000,659000,3,9,2004,2015
"1018","NR3352",133000,652000,2,3,2004,2004
"1019","NR4765",147000,665000,2,3,2004,2004
"1020","NR4764",147000,664000,1,3,2004,2004
"1021","NR4174",141000,674000,1,2,2004,2004
"1022","NR2468",124000,668000,2,3,2004,2004
"1023","NR3346",133000,646000,1,4,2004,2004
"1024","NR3246",132000,646000,3,4,2004,2017
"1025","NR3057",130000,657000,1,2,2004,2004
"1026","NR2560",125000,660000,1,2,2004,2004
"1027","NR3648",136000,648000,1,2,2004,2004
"1028","NR2057",120000,657000,1,4,2004,2004
"1029","NR1957",119000,657000,1,2,2004,2004
"1030","NR4665",146000,665000,1,3,2004,2004
"1031","NR4964",149000,664000,2,4,2004,2004
"1032","NR2469",124000,669000,1,5,2004,2004
"1033","NR4965",149000,665000,1,3,2004,2004
"1034","NR2571",125000,671000,1,1,2004,2004
"1035","NR2155",121000,655000,1,4,2004,2004
"1036","NR3452",134000,652000,2,4,2004,2004
"1037","NR3351",133000,651000,2,2,2004,2013
"1038","NR3553",135000,653000,1,3,2004,2004
"1039","NR2768",127000,668000,2,4,2004,2011
"1040","NR2957",129000,657000,1,2,2004,2004
"1041","NR4176",141000,676000,1,1,2004,2004
"1042","NR3056",130000,656000,1,3,2004,2004
"1043","NR3152",131000,652000,1,3,2004,2004
"1044","NR3251",132000,651000,1,3,2004,2004
"1045","NR3858",138000,658000,2,3,2004,2004
"1046","NR2570",125000,670000,1,4,2004,2004
"1047","NR2670",126000,670000,1,4,2004,2004
"1048","NR3748",137000,648000,1,2,2004,2004
"1049","NR3155",131000,655000,1,2,2004,2004
"1050","NR3353",133000,653000,2,4,2004,2004
"1051","NR3253",132000,653000,1,1,2004,2004
"1052","NR4163",141000,663000,1,1,2004,2004
"1053","NR3144",131000,644000,2,2,2004,2013
"1054","NR3747",137000,647000,1,3,2004,2004
"1055","NR3243",132000,643000,1,3,2004,2004
"1056","NR3345",133000,645000,3,3,2004,2013
"1057","NR3752",137000,652000,1,2,2004,2004
"1058","NR3145",131000,645000,1,2,2004,2004
"1059","NR3245",132000,645000,1,1,2004,2004
"1060","NR4064",140000,664000,1,1,2004,2004
"1061","NR4865",148000,665000,1,1,2004,2004
"1062","NR3462",134000,662000,2,2,2004,2012
"1063","NR4062",140000,662000,1,1,2004,2004
"1064","NR5064",150000,664000,1,2,2004,2004
"1065","NR3554",135000,654000,2,5,2004,2004
"1066","NR3456",134000,656000,1,4,2004,2004
"1067","NR3356",133000,656000,1,2,2004,2004
"1068","NR3454",134000,654000,2,5,2004,2004
"1069","NR3453",134000,653000,3,8,2004,2004
"1070","NR4866",148000,666000,1,1,2004,2004
"1071","NR2841",128000,641000,2,5,2004,2014
"1072","NR2842",128000,642000,5,4,2004,2017
"1073","NR1852",118000,652000,1,1,2004,2004
"1074","NR2369",123000,669000,2,4,2004,2004
"1075","NR2055",120000,655000,1,2,2004,2004
"1076","NR2368",123000,668000,2,2,2004,2004
"1077","NR1952",119000,652000,1,1,2004,2004
"1078","NR2259",122000,659000,3,2,2004,2011
"1079","NR2159",121000,659000,2,2,2004,2011
"1080","NR2258",122000,658000,2,3,2004,2004
"1081","NM9013",190000,713000,4,5,2004,2017
"1082","NM8811",188000,711000,4,4,2004,2005
"1083","NM9515",195000,715000,24,5,2004,2016
"1084","NM9214",192000,714000,3,5,2004,2012
"1085","NM8812",188000,712000,3,1,2004,2005
"1086","NM8912",189000,712000,40,16,2004,2016
"1087","NR7790",177000,690000,4,5,2004,2006
"1088","NS1556",215000,656000,6,9,2004,2017
"1089","NN0131",201000,731000,14,8,2004,2013
"1090","NM6642",166000,742000,13,12,2004,2017
"1091","NN0103",201000,703000,3,3,2004,2010
"1092","NR9595",195000,695000,1,2,2004,2004
"1093","NR9795",197000,695000,7,6,2000,2017
"1094","NR9494",194000,694000,1,3,2004,2004
"1095","NR7994",179000,694000,3,5,2004,2008
"1096","NR9292",192000,692000,4,3,2004,2017
"1097","NN0003",2e+05,703000,1,1,2004,2004
"1098","NR9394",193000,694000,1,1,2004,2004
"1099","NR9057",190000,657000,2,2,2004,2008
"1100","NR9695",196000,695000,24,11,2004,2016
"1101","NM4326",143000,726000,3,7,2004,2008
"1102","NM4026",140000,726000,3,5,2004,2016
"1103","NM4027",140000,727000,2,4,2004,2011
"1104","NR6975",169000,675000,1,1,2004,2004
"1105","NR7173",171000,673000,2,3,2004,2004
"1106","NR6448",164000,648000,8,6,2004,2017
"1107","NR6450",164000,650000,2,2,2004,2006
"1108","NM6424",164000,724000,1,3,2004,2004
"1109","NM4844",148000,744000,2,4,2004,2016
"1110","NM7232",172000,732000,20,12,2004,2017
"1111","NM7032",170000,732000,2,7,2004,2014
"1112","NM8314",183000,714000,2,3,2004,2012
"1113","NS1655",216000,655000,3,4,2004,2015
"1114","NM4138",141000,738000,6,6,2004,2016
"1115","NR8640",186000,640000,7,10,2004,2012
"1116","NM0147",101000,747000,21,7,2004,2017
"1117","NL9740",97000,740000,397,9,2004,2017
"1118","NL9741",97000,741000,11,3,2004,2017
"1119","NM0345",103000,745000,6,4,2004,2014
"1120","NM0849",108000,749000,3,2,2004,2013
"1121","NL9943",99000,743000,8,5,2004,2011
"1122","NM0847",108000,747000,5,7,2004,2017
"1123","NL9838",98000,738000,12,7,2004,2011
"1124","NM0343",103000,743000,3,3,2004,2015
"1125","NL9345",93000,745000,4,4,2004,2015
"1126","NL9747",97000,747000,5,4,2004,2016
"1127","NL9442",94000,742000,12,7,2004,2017
"1128","NM0848",108000,748000,9,5,2004,2016
"1129","NM0750",107000,750000,5,3,2004,2013
"1130","NM0447",104000,747000,2,1,2004,2009
"1131","NL9847",98000,747000,4,1,2004,2013
"1132","NM0448",104000,748000,7,3,2004,2017
"1133","NS2884",228000,684000,3,6,2004,2013
"1134","NS2490",224000,690000,1,1,2004,2004
"1135","NS2489",224000,689000,1,2,2004,2004
"1136","NS2391",223000,691000,1,2,2004,2004
"1137","NS2699",226000,699000,6,4,2004,2010
"1138","NS2899",228000,699000,3,7,2004,2010
"1139","NN2700",227000,7e+05,1,2,2004,2004
"1140","NS2799",227000,699000,1,1,2004,2004
"1141","NS3098",230000,698000,4,5,2004,2010
"1142","NS2589",225000,689000,2,2,2004,2011
"1143","NS2689",226000,689000,3,2,2004,2014
"1144","NS2690",226000,690000,3,3,2004,2011
"1145","NS2790",227000,690000,2,2,2004,2011
"1146","NS2789",227000,689000,2,2,2004,2011
"1147","NS2889",228000,689000,2,2,2004,2011
"1148","NS2888",228000,688000,1,1,2004,2004
"1149","NS2988",229000,688000,2,2,2004,2013
"1150","NS3087",230000,687000,2,2,2004,2011
"1151","NS3086",230000,686000,4,2,2004,2011
