"","km_sq","easting","northing","nR","nSpp","minyear","maxyear"
"3381","NM6342",163000,742000,1,1,2013,2013
"3382","NN2533",225000,733000,1,1,2013,2013
"3383","NM8905",189000,705000,1,1,2013,2013
"3384","NR8888",188000,688000,2,2,2013,2016
"3385","NN1812",218000,712000,2,2,2013,2017
"3386","NR9796",197000,696000,2,2,2013,2017
"3387","NR8294",182000,694000,3,4,2013,2014
"3388","NM8230",182000,730000,1,3,2013,2013
"3389","NM9207",192000,707000,2,3,2013,2013
"3390","NM8330",183000,730000,3,10,2013,2014
"3391","NM8129",181000,729000,2,7,2013,2014
"3392","NN3239",232000,739000,1,1,2013,2013
"3393","NR6636",166000,636000,3,1,2013,2016
"3394","NS2268",222000,668000,1,1,2013,2013
"3395","NS0335",203000,635000,1,6,2013,2013
"3396","NS0434",204000,634000,1,4,2013,2013
"3397","NS2168",221000,668000,1,4,2013,2013
"3398","NS2873",228000,673000,2,5,2013,2013
"3399","NS2677",226000,677000,2,2,2013,2013
"3400","NS2269",222000,669000,1,1,2013,2013
"3401","NS2370",223000,670000,1,1,2013,2013
"3402","NN0437",204000,737000,1,2,2013,2013
"3403","NS3254",232000,654000,1,4,2013,2013
"3404","NS2063",220000,663000,1,1,2013,2013
"3405","NR4046",140000,646000,1,1,2013,2013
"3406","NR2963",129000,663000,1,1,2013,2013
"3407","NN2009",220000,709000,1,1,2013,2013
"3408","NN2109",221000,709000,1,1,2013,2013
"3409","NN2309",223000,709000,1,1,2013,2013
"3410","NR2060",120000,660000,1,3,2013,2013
"3411","NR3043",130000,643000,1,1,2013,2013
"3412","NN2308",223000,708000,1,1,2013,2013
"3413","NR2062",120000,662000,1,1,2013,2013
"3414","NR2742",127000,642000,3,4,2013,2015
"3415","NR2872",128000,672000,1,3,2013,2013
"3416","NR3244",132000,644000,1,1,2013,2013
"3417","NS2673",226000,673000,1,1,2013,2013
"3418","NN2836",228000,736000,1,1,2013,2013
"3419","NN2835",228000,735000,1,2,2013,2013
"3420","NS2071",220000,671000,1,1,2013,2013
"3421","NR9033",190000,633000,1,1,2013,2013
"3422","NR8395",183000,695000,1,4,2013,2013
"3423","NN2604",226000,704000,1,1,2013,2013
"3424","NM7127",171000,727000,1,1,2013,2013
"3425","NS2587",225000,687000,11,8,2013,2015
"3426","NR8794",187000,694000,1,1,2013,2013
"3427","NN3333",233000,733000,1,1,2013,2013
"3428","NM9340",193000,740000,1,1,2013,2013
"3429","NR8391",183000,691000,1,1,2013,2013
"3430","NS3239",232000,639000,2,1,2013,2015
"3431","NS3140",231000,640000,1,2,2013,2013
"3432","NM6430",164000,730000,1,1,2013,2013
"3433","NM6529",165000,729000,1,1,2013,2013
"3434","NM5023",150000,723000,1,1,2013,2013
"3435","NM4223",142000,723000,1,1,2013,2013
"3436","NM4925",149000,725000,1,2,2013,2013
"3437","NM3225",132000,725000,1,1,2013,2013
"3438","NM4633",146000,733000,1,1,2013,2013
"3439","NM4318",143000,718000,1,1,2013,2013
"3440","NM5246",152000,746000,1,6,2013,2013
"3441","NS2943",229000,643000,1,1,2013,2013
"3442","NR7073",170000,673000,1,5,2013,2013
"3443","NM9818",198000,718000,21,7,2013,2016
"3444","NM9917",199000,717000,26,10,2013,2016
"3445","NR9998",199000,698000,1,2,2013,2013
"3446","NN3119",231000,719000,2,5,2013,2014
"3447","NN0230",202000,730000,1,4,2013,2013
"3448","NM5439",154000,739000,1,1,2013,2013
"3449","NM9553",195000,753000,1,1,2013,2013
"3450","NS2742",227000,642000,1,4,2013,2013
"3451","NM8238",182000,738000,2,1,2013,2017
"3452","NM8239",182000,739000,1,4,2013,2013
"3453","NM8339",183000,739000,1,2,2013,2013
"3454","NM7904",179000,704000,1,2,2013,2013
"3455","NR8492",184000,692000,1,3,2013,2013
"3456","NN0840",208000,740000,9,4,2013,2016
"3457","NS2841",228000,641000,1,1,2013,2013
"3458","NM7128",171000,728000,2,4,2013,2014
"3459","NM4021",140000,721000,1,4,2013,2013
"3460","NR7843",178000,643000,1,1,2013,2013
"3461","NR7942",179000,642000,1,1,2013,2013
"3462","NR7937",179000,637000,1,1,2013,2013
"3463","NM7181",171000,781000,2,2,2014,2017
"3464","NM4889",148000,789000,1,4,2014,2014
"3465","NM4485",144000,785000,1,2,2014,2014
"3466","NN3068",230000,768000,1,3,2014,2014
"3467","NN1868",218000,768000,1,2,2014,2014
"3468","NN2967",229000,767000,1,1,2014,2014
"3469","NN0457",204000,757000,1,2,2014,2014
"3470","NN1282",212000,782000,1,1,2014,2014
"3471","NN1777",217000,777000,2,2,2014,2014
"3472","NG4614",146000,814000,2,6,2003,2014
"3473","NM4870",148000,770000,1,1,2014,2014
"3474","NM4768",147000,768000,1,3,2014,2014
"3475","NM9463",194000,763000,1,1,2014,2014
"3476","NH0802",208000,802000,1,1,2014,2014
"3477","NH1802",218000,802000,1,2,2014,2014
"3478","NG9407",194000,807000,2,3,2014,2017
"3479","NG9506",195000,806000,2,5,2014,2017
"3480","NG9604",196000,804000,1,1,2014,2014
"3481","NH0003",2e+05,803000,1,2,2014,2014
"3482","NH0402",204000,802000,1,1,2014,2014
"3483","NM3395",133000,795000,2,2,2014,2014
"3484","NM3396",133000,796000,1,1,2014,2014
"3485","NG3600",136000,8e+05,1,1,2014,2014
"3486","NG3403",134000,803000,1,1,2014,2014
"3487","NG3503",135000,803000,2,2,2014,2017
"3488","NM3999",139000,799000,1,1,2014,2014
"3489","NM3296",132000,796000,1,2,2014,2014
"3490","NM3593",135000,793000,1,4,2014,2014
"3491","NM3592",135000,792000,2,2,2014,2014
"3492","NM3197",131000,797000,1,3,2014,2014
"3493","NM3297",132000,797000,1,1,2014,2014
"3494","NM3098",130000,798000,1,1,2014,2014
"3495","NM4092",140000,792000,1,2,2014,2014
"3496","NM7684",176000,784000,1,2,2014,2014
"3497","NM7485",174000,785000,1,3,2014,2014
"3498","NM6667",166000,767000,1,1,2014,2014
"3499","NM9184",191000,784000,1,3,2014,2014
"3500","NM9688",196000,788000,1,1,2014,2014
"3501","NN0870",208000,770000,1,1,2014,2014
"3502","NM7943",179000,743000,1,1,2014,2014
"3503","NM8144",181000,744000,1,1,2014,2014
"3504","NG2604",126000,804000,1,3,2014,2014
"3505","NG9904",199000,804000,3,2,2014,2016
"3506","NH2600",226000,8e+05,1,2,2014,2014
"3507","NH2700",227000,8e+05,1,1,2014,2014
"3508","NN1570",215000,770000,1,1,2014,2014
"3509","NN1462",214000,762000,1,1,2014,2014
"3510","NN1662",216000,762000,3,3,2014,2017
"3511","NN2578",225000,778000,3,4,2014,2016
"3512","NN1060",210000,760000,1,1,2014,2014
"3513","NN1057",210000,757000,2,3,2014,2015
"3514","NG6411",164000,811000,1,1,2014,2014
"3515","NG6412",164000,812000,1,2,2014,2014
"3516","NG6206",162000,806000,1,1,2014,2014
"3517","NG6607",166000,807000,1,1,2014,2014
"3518","NG6007",160000,807000,1,1,2014,2014
"3519","NG5604",156000,804000,1,1,2014,2014
"3520","NG5504",155000,804000,1,1,2014,2014
"3521","NG6403",164000,803000,1,1,2014,2014
"3522","NG4313",143000,813000,1,1,2014,2014
"3523","NG4413",144000,813000,1,1,2014,2014
"3524","NM8481",184000,781000,1,1,2014,2014
"3525","NM8980",189000,780000,2,3,2008,2014
"3526","NM7092",170000,792000,2,2,2014,2015
"3527","NM7192",171000,792000,1,2,2014,2014
"3528","NM7782",177000,782000,1,2,2014,2014
"3529","NM9177",191000,777000,1,1,2014,2014
"3530","NN0178",201000,778000,1,2,2014,2014
"3531","NM6542",165000,742000,1,1,2014,2014
"3532","NM5737",157000,737000,1,1,2014,2014
"3533","NM5126",151000,726000,3,4,2014,2016
"3534","NR7029",170000,629000,1,1,2014,2014
"3535","NN1132",211000,732000,1,1,2014,2014
"3536","NN1131",211000,731000,1,1,2014,2014
"3537","NN1329",213000,729000,1,2,2014,2014
"3538","NN1232",212000,732000,1,2,2014,2014
"3539","NN1330",213000,730000,1,2,2014,2014
"3540","NN1332",213000,732000,1,1,2014,2014
"3541","NN1331",213000,731000,1,2,2014,2014
"3542","NN1030",210000,730000,1,2,2014,2014
"3543","NN1130",211000,730000,1,2,2014,2014
"3544","NN1229",212000,729000,1,1,2014,2014
"3545","NN0929",209000,729000,1,1,2014,2014
"3546","NN1029",210000,729000,2,3,2014,2017
"3547","NM8302",183000,702000,1,1,2014,2014
"3548","NM8525",185000,725000,6,7,2014,2017
"3549","NM9532",195000,732000,3,7,2014,2017
"3550","NM9732",197000,732000,1,1,2014,2014
"3551","NM8526",185000,726000,3,5,2014,2016
"3552","NM8329",183000,729000,1,2,2014,2014
"3553","NM7929",179000,729000,1,3,2014,2014
"3554","NM9837",198000,737000,1,1,2014,2014
"3555","NM1758",117000,758000,4,6,2014,2014
"3556","NM1857",118000,757000,1,2,2014,2014
"3557","NM1858",118000,758000,4,4,2014,2014
"3558","NS3259",232000,659000,2,3,2014,2014
"3559","NM4538",145000,738000,1,1,2014,2014
"3560","NR6349",163000,649000,1,1,2014,2014
"3561","NR9198",191000,698000,1,4,2014,2014
"3562","NM8540",185000,740000,1,1,2014,2014
"3563","NR9194",191000,694000,1,3,2014,2014
"3564","NM8206",182000,706000,1,1,2014,2014
"3565","NM7511",175000,711000,1,3,2014,2014
"3566","NM7920",179000,720000,1,3,2014,2014
"3567","NM7921",179000,721000,2,3,2014,2016
"3568","NN0033",2e+05,733000,2,3,2014,2014
"3569","NR8390",183000,690000,1,1,2014,2014
"3570","NM9500",195000,7e+05,2,3,2014,2016
"3571","NR7442",174000,642000,2,2,2014,2015
"3572","NR6675",166000,675000,2,2,2014,2017
"3573","NM7835",178000,735000,1,1,2014,2014
"3574","NM9704",197000,704000,1,2,2014,2014
"3575","NR8180",181000,680000,1,2,2014,2014
"3576","NR8281",182000,681000,1,2,2014,2014
"3577","NR8790",187000,690000,1,1,2014,2014
"3578","NR7985",179000,685000,1,1,2014,2014
"3579","NR7986",179000,686000,1,1,2014,2014
"3580","NR7987",179000,687000,1,3,2014,2014
"3581","NR7988",179000,688000,1,1,2014,2014
"3582","NR8085",180000,685000,1,1,2014,2014
"3583","NR8090",180000,690000,1,1,2014,2014
"3584","NR9197",191000,697000,1,3,2014,2014
"3585","NR9196",191000,696000,1,2,2014,2014
"3586","NR9597",195000,697000,1,1,2014,2014
"3587","NM7718",177000,718000,1,3,2014,2014
"3588","NR8381",183000,681000,2,3,2014,2017
"3589","NN2124",221000,724000,1,1,2014,2014
"3590","NM8402",184000,702000,2,2,2014,2016
"3591","NM7051",170000,751000,3,3,2014,2016
"3592","NM7151",171000,751000,3,3,2014,2016
"3593","NM9943",199000,743000,4,5,2014,2014
"3594","NR9148",191000,648000,2,2,2014,2014
"3595","NR9145",191000,645000,1,2,2014,2014
"3596","NN3115",231000,715000,1,1,2014,2014
"3597","NS3362",233000,662000,1,1,2014,2014
"3598","NS2865",228000,665000,1,3,2014,2014
"3599","NS2862",228000,662000,1,2,2014,2014
"3600","NS2863",228000,663000,1,1,2014,2014
"3601","NS2962",229000,662000,1,3,2014,2014
"3602","NS2965",229000,665000,1,2,2014,2014
"3603","NS3261",232000,661000,1,3,2014,2014
"3604","NS3270",232000,670000,1,2,2014,2014
"3605","NS3274",232000,674000,1,2,2014,2014
"3606","NM3954",139000,754000,2,3,2014,2016
"3607","NM4758",147000,758000,3,3,2014,2016
"3608","NN0112",201000,712000,1,1,2014,2014
"3609","NN0213",202000,713000,1,1,2014,2014
"3610","NN0312",203000,712000,1,1,2014,2014
"3611","NN1716",217000,716000,1,2,2014,2014
"3612","NN1715",217000,715000,1,1,2014,2014
"3613","NN1713",217000,713000,1,1,2014,2014
"3614","NM3739",137000,739000,1,5,2014,2014
"3615","NN2956",229000,756000,1,4,2014,2014
"3616","NN3056",230000,756000,1,1,2014,2014
"3617","NN3257",232000,757000,1,2,2014,2014
"3618","NS0147",201000,647000,1,3,2014,2014
"3619","NS0242",202000,642000,1,1,2014,2014
"3620","NN1905",219000,705000,1,1,2014,2014
"3621","NS1997",219000,697000,1,2,2014,2014
"3622","NM9853",198000,753000,2,7,2014,2014
"3623","NM5245",152000,745000,2,2,2014,2016
"3624","NS1888",218000,688000,2,4,2014,2017
"3625","NS1281",212000,681000,1,1,2014,2014
"3626","NS0178",201000,678000,1,1,2014,2014
"3627","NS1984",219000,684000,1,2,2014,2014
"3628","NS1781",217000,681000,2,4,2014,2014
"3629","NS0883",208000,683000,1,2,2014,2014
"3630","NS1690",216000,690000,1,2,2014,2014
"3631","NS0382",203000,682000,1,1,2014,2014
"3632","NN0329",203000,729000,1,1,2014,2014
"3633","NM0645",106000,745000,1,2,2014,2014
"3634","NN3020",230000,720000,1,2,2014,2014
"3635","NS3289",232000,689000,1,1,2014,2014
"3636","NS3293",232000,693000,1,1,2014,2014
"3637","NR9983",199000,683000,2,5,2014,2017
"3638","NR9984",199000,684000,2,4,2014,2015
"3639","NM6722",167000,722000,1,4,2014,2014
"3640","NM6623",166000,723000,1,1,2014,2014
"3641","NM5937",159000,737000,1,2,2014,2014
"3642","NM5933",159000,733000,1,1,2014,2014
"3643","NM5040",150000,740000,1,1,2014,2014
"3644","NM7133",171000,733000,1,2,2014,2014
"3645","NM4720",147000,720000,1,1,2014,2014
"3646","NM6833",168000,733000,1,4,2014,2014
"3647","NR4470",144000,670000,1,1,2014,2014
"3648","NS0433",204000,633000,1,3,2014,2014
"3649","NS0432",204000,632000,1,2,2014,2014
"3650","NS0334",203000,634000,1,2,2014,2014
"3651","NM5228",152000,728000,1,2,2014,2014
"3652","NM3721",137000,721000,1,1,2014,2014
"3653","NM3819",138000,719000,1,3,2014,2014
"3654","NR5979",159000,679000,2,6,2014,2015
"3655","NR6082",160000,682000,2,4,2014,2017
"3656","NM2260",122000,760000,2,3,2014,2014
"3657","NR6553",165000,653000,1,1,2014,2014
"3658","NS2358",223000,658000,1,1,2014,2014
"3659","NM9782",197000,782000,1,1,2014,2014
"3660","NM8028",180000,728000,1,3,2014,2014
"3661","NM8128",181000,728000,1,1,2014,2014
"3662","NM1755",117000,755000,1,1,2014,2014
"3663","NM1954",119000,754000,1,3,2014,2014
"3664","NM7928",179000,728000,1,1,2014,2014
"3665","NN0672",206000,772000,3,10,2014,2016
"3666","NM7307",173000,707000,1,2,2014,2014
"3667","NM7310",173000,710000,1,6,2014,2014
"3668","NM7106",171000,706000,1,5,2014,2014
"3669","NM3454",134000,754000,1,1,2014,2014
"3670","NM3754",137000,754000,1,2,2014,2014
"3671","NR8943",189000,643000,1,1,2014,2014
"3672","NR8744",187000,644000,1,1,2014,2014
"3673","NM2663",126000,763000,1,2,2014,2014
"3674","NS2941",229000,641000,2,10,2014,2015
"3675","NN0700",207000,7e+05,1,3,2014,2014
"3676","NN0917",209000,717000,1,2,2014,2014
"3677","NS2739",227000,639000,1,5,2014,2014
"3678","NN0424",204000,724000,1,1,2014,2014
"3679","NR9993",199000,693000,1,1,2014,2014
"3680","NM7129",171000,729000,1,3,2014,2014
"3681","NM6124",161000,724000,2,2,2014,2015
"3682","NS1887",218000,687000,3,4,2014,2017
"3683","NS1680",216000,680000,1,2,2014,2014
"3684","NM4955",149000,755000,2,2,2014,2015
"3685","NR4348",143000,648000,1,1,2014,2014
"3686","NR5474",154000,674000,1,1,2014,2014
"3687","NR5573",155000,673000,1,1,2014,2014
"3688","NN2432",224000,732000,1,2,2014,2014
"3689","NN3205",232000,705000,1,1,2014,2014
"3690","NM5540",155000,740000,1,3,2014,2014
"3691","NM2740",127000,740000,1,1,2014,2014
"3692","NH1910",219000,810000,2,5,2015,2016
"3693","NH1500",215000,8e+05,1,2,2015,2015
"3694","NM4690",146000,790000,1,1,2015,2015
"3695","NM4989",149000,789000,1,1,2015,2015
"3696","NM4585",145000,785000,1,2,2015,2015
"3697","NN0959",209000,759000,2,1,2015,2017
"3698","NN1198",211000,798000,1,1,2015,2015
"3699","NN1292",212000,792000,2,4,2015,2017
"3700","NN0888",208000,788000,1,1,2015,2015
"3701","NN0983",209000,783000,1,1,2015,2015
"3702","NN0887",208000,787000,1,3,2015,2015
"3703","NN0987",209000,787000,2,2,2015,2017
"3704","NN1187",211000,787000,1,1,2015,2015
"3705","NN1288",212000,788000,1,1,2015,2015
"3706","NN1588",215000,788000,2,3,2015,2015
"3707","NN1188",211000,788000,1,1,2015,2015
"3708","NN1189",211000,789000,1,1,2015,2015
"3709","NN1089",210000,789000,1,1,2015,2015
"3710","NN0788",207000,788000,1,2,2015,2015
"3711","NG6510",165000,810000,1,1,2015,2015
"3712","NM9862",198000,762000,2,3,2015,2015
"3713","NM7970",179000,770000,1,2,2015,2015
"3714","NM8365",183000,765000,1,1,2015,2015
"3715","NM5556",155000,756000,1,1,2015,2015
"3716","NM5555",155000,755000,2,2,2015,2016
"3717","NM5554",155000,754000,2,4,2015,2016
"3718","NN0154",201000,754000,1,1,2015,2015
"3719","NM6948",169000,748000,1,1,2015,2015
"3720","NN0784",207000,784000,2,2,2015,2017
"3721","NM7559",175000,759000,3,6,2015,2017
"3722","NM5362",153000,762000,1,2,2015,2015
"3723","NN2754",227000,754000,1,1,2015,2015
"3724","NN2854",228000,754000,1,1,2015,2015
"3725","NN1368",213000,768000,2,2,2005,2015
"3726","NG7114",171000,814000,1,2,2015,2015
"3727","NM7167",171000,767000,1,1,2015,2015
"3728","NM7067",170000,767000,1,1,2015,2015
"3729","NM8681",186000,781000,1,2,2015,2015
"3730","NM7379",173000,779000,1,1,2015,2015
"3731","NM6258",162000,758000,1,1,2015,2015
"3732","NM5565",155000,765000,1,2,2015,2015
"3733","NM7163",171000,763000,7,4,2015,2016
"3734","NM7263",172000,763000,4,3,2015,2016
"3735","NM7362",173000,762000,2,2,2010,2015
"3736","NM5448",154000,748000,1,1,2015,2015
"3737","NM7332",173000,732000,1,1,2015,2015
"3738","NM9140",191000,740000,5,6,2015,2017
"3739","NS1098",210000,698000,1,3,2015,2015
"3740","NS1486",214000,686000,1,3,2015,2015
"3741","NM8924",189000,724000,9,10,2015,2017
"3742","NM8211",182000,711000,3,2,2015,2017
"3743","NN0129",201000,729000,2,3,2015,2015
"3744","NM5543",155000,743000,1,2,2015,2015
"3745","NR9027",190000,627000,1,1,2015,2015
"3746","NS2060",220000,660000,2,2,2015,2015
"3747","NS2161",221000,661000,5,3,2015,2016
"3748","NR6548",165000,648000,1,5,2015,2015
"3749","NM4249",142000,749000,1,1,2015,2015
"3750","NM3118",131000,718000,1,1,2015,2015
"3751","NR7642",176000,642000,1,1,2015,2015
"3752","NR8059",180000,659000,1,1,2015,2015
"3753","NR8786",187000,686000,1,2,2015,2015
"3754","NR9291",192000,691000,1,1,2015,2015
"3755","NR9294",192000,694000,1,1,2015,2015
"3756","NM9110",191000,710000,1,1,2015,2015
"3757","NS1950",219000,650000,1,1,2015,2015
"3758","NS1585",215000,685000,1,1,2015,2015
"3759","NS0695",206000,695000,1,1,2015,2015
"3760","NM1051",110000,751000,2,4,2015,2017
"3761","NM6220",162000,720000,1,3,2015,2015
"3762","NM6219",162000,719000,1,2,2015,2015
"3763","NM5048",150000,748000,1,1,2015,2015
"3764","NM6229",162000,729000,1,1,2015,2015
"3765","NM4755",147000,755000,1,1,2015,2015
"3766","NM5320",153000,720000,1,1,2015,2015
"3767","NM4123",141000,723000,1,1,2015,2015
"3768","NS3394",233000,694000,1,1,2015,2015
"3769","NS3229",232000,629000,1,1,2015,2015
"3770","NS2749",227000,649000,1,4,2015,2015
"3771","NS3328",233000,628000,1,3,2015,2015
"3772","NR9926",199000,626000,1,1,2015,2015
"3773","NN0028",2e+05,728000,1,4,2015,2015
"3774","NN3008",230000,708000,1,2,2015,2015
"3775","NS2148",221000,648000,1,3,2015,2015
"3776","NH1810",218000,810000,1,2,2016,2016
"3777","NH1809",218000,809000,1,1,2016,2016
"3778","NH0901",209000,801000,1,2,2016,2016
"3779","NH0702",207000,802000,1,1,2016,2016
"3780","NM6266",162000,766000,1,1,2016,2016
"3781","NM4569",145000,769000,1,3,2016,2016
"3782","NM6362",163000,762000,1,1,2016,2016
"3783","NM7271",172000,771000,2,2,2016,2016
"3784","NM4369",143000,769000,1,1,2016,2016
"3785","NM7152",171000,752000,1,4,2016,2016
"3786","NN2286",222000,786000,2,1,2016,2016
"3787","NG9903",199000,803000,1,1,2016,2016
"3788","NG9704",197000,804000,1,1,2016,2016
"3789","NM7282",172000,782000,1,1,2016,2016
"3790","NM4180",141000,780000,2,3,2016,2017
"3791","NN1074",210000,774000,1,1,2016,2016
"3792","NG3704",137000,804000,5,5,2016,2017
"3793","NG3804",138000,804000,1,1,2016,2016
"3794","NM4178",141000,778000,1,2,2016,2016
"3795","NN0054",2e+05,754000,1,1,2016,2016
"3796","NH1101",211000,801000,1,1,2016,2016
"3797","NH0803",208000,803000,1,1,2016,2016
"3798","NH0903",209000,803000,1,3,2016,2016
"3799","NH0502",205000,802000,1,1,2016,2016
"3800","NH0704",207000,804000,1,1,2016,2016
"3801","NH0804",208000,804000,1,1,2016,2016
"3802","NH1003",210000,803000,2,1,2016,2016
"3803","NH1103",211000,803000,2,1,2016,2016
"3804","NH1203",212000,803000,1,1,2016,2016
"3805","NH1303",213000,803000,1,1,2016,2016
"3806","NN1385",213000,785000,1,1,2016,2016
"3807","NN1688",216000,788000,1,1,2016,2016
"3808","NN0593",205000,793000,1,5,2016,2016
"3809","NM7982",179000,782000,1,2,2016,2016
"3810","NM7568",175000,768000,2,4,2016,2016
"3811","NM6661",166000,761000,1,1,2016,2016
"3812","NM8354",183000,754000,1,1,2016,2016
"3813","NM6356",163000,756000,1,3,2016,2016
"3814","NM6554",165000,754000,1,3,2016,2016
"3815","NM6951",169000,751000,1,1,2016,2016
"3816","NM6950",169000,750000,1,4,2016,2016
"3817","NM9056",190000,756000,1,1,2016,2016
"3818","NM9055",190000,755000,1,1,2016,2016
"3819","NM6589",165000,789000,1,1,2016,2016
"3820","NM6572",165000,772000,3,6,2016,2016
"3821","NM6368",163000,768000,1,1,2016,2016
"3822","NM6585",165000,785000,1,2,2016,2016
"3823","NM6677",166000,777000,1,1,2016,2016
"3824","NG2505",125000,805000,1,4,2016,2016
"3825","NN0785",207000,785000,1,1,2016,2016
"3826","NM4624",146000,724000,1,3,2016,2016
"3827","NM4747",147000,747000,1,2,2016,2016
"3828","NM4023",140000,723000,1,2,2016,2016
"3829","NR6346",163000,646000,1,3,2016,2016
"3830","NM8305",183000,705000,2,2,2016,2017
"3831","NM9237",192000,737000,1,2,2016,2016
"3832","NS1070",210000,670000,1,2,2016,2016
"3833","NS1170",211000,670000,1,1,2016,2016
"3834","NS1169",211000,669000,1,1,2016,2016
"3835","NS1168",211000,668000,3,4,2016,2017
"3836","NS1269",212000,669000,1,2,2016,2016
"3837","NM8503",185000,703000,2,4,2016,2017
"3838","NM8505",185000,705000,1,1,2016,2016
"3839","NM8605",186000,705000,1,2,2016,2016
"3840","NR9290",192000,690000,1,1,2016,2016
"3841","NM3821",138000,721000,3,3,2016,2017
"3842","NM4119",141000,719000,1,1,2016,2016
"3843","NM4345",143000,745000,1,1,2016,2016
"3844","NM4153",141000,753000,1,1,2016,2016
"3845","NM4723",147000,723000,1,1,2016,2016
"3846","NS2944",229000,644000,1,3,2016,2016
"3847","NR7979",179000,679000,1,2,2016,2016
"3848","NR8078",180000,678000,1,2,2016,2016
"3849","NM8914",189000,714000,1,1,2016,2016
"3850","NM8907",189000,707000,1,3,2016,2016
"3851","NR7989",179000,689000,1,2,2016,2016
"3852","NM8712",187000,712000,1,1,2016,2016
"3853","NR9839",198000,639000,1,4,2016,2016
"3854","NR2940",129000,640000,1,1,2016,2016
"3855","NR9594",195000,694000,2,2,2016,2016
"3856","NM5547",155000,747000,1,1,2016,2016
"3857","NM8413",184000,713000,1,1,2016,2016
"3858","NR8798",187000,698000,1,1,2016,2016
"3859","NN0509",205000,709000,1,1,2016,2016
"3860","NM8202",182000,702000,1,1,2016,2016
"3861","NS3335",233000,635000,1,1,2016,2016
"3862","NM7227",172000,727000,1,1,2016,2016
"3863","NM4145",141000,745000,1,1,2016,2016
"3864","NN1101",211000,701000,1,2,2016,2016
"3865","NN1300",213000,7e+05,1,2,2016,2016
"3866","NN1400",214000,7e+05,1,2,2016,2016
"3867","NN1201",212000,701000,1,3,2016,2016
"3868","NS1299",212000,699000,1,1,2016,2016
"3869","NR8284",182000,684000,1,1,2016,2016
"3870","NM9445",194000,745000,1,1,2016,2016
"3871","NM0647",106000,747000,2,2,2016,2016
"3872","NM2438",124000,738000,1,2,2016,2016
"3873","NL9647",96000,747000,1,2,2016,2016
"3874","NL9840",98000,740000,2,2,2016,2017
"3875","NM4620",146000,720000,1,2,2016,2016
"3876","NM4028",140000,728000,1,3,2016,2016
"3877","NM5249",152000,749000,1,1,2016,2016
"3878","NM7328",173000,728000,1,4,2016,2016
"3879","NM4857",148000,757000,1,1,2016,2016
"3880","NM5934",159000,734000,1,1,2016,2016
"3881","NM6221",162000,721000,1,2,2016,2016
"3882","NM6120",161000,720000,1,1,2016,2016
"3883","NM4350",143000,750000,1,2,2016,2016
"3884","NR9450",194000,650000,1,2,2016,2016
"3885","NN3130",231000,730000,1,1,2016,2016
"3886","NM4856",148000,756000,2,2,2016,2017
"3887","NR2358",123000,658000,1,1,2016,2016
"3888","NM6025",160000,725000,1,1,2016,2016
"3889","NM6126",161000,726000,1,1,2016,2016
"3890","NR3146",131000,646000,1,1,2016,2016
"3891","NM4548",145000,748000,1,1,2016,2016
"3892","NS1064",210000,664000,1,1,2016,2016
"3893","NN3110",231000,710000,1,1,2016,2016
"3894","NR7099",170000,699000,1,2,2016,2016
"3895","NR6284",162000,684000,1,7,2016,2016
"3896","NR5164",151000,664000,1,3,2016,2016
"3897","NS3284",232000,684000,1,2,2016,2016
"3898","NM2057",120000,757000,1,1,2016,2016
"3899","NM2662",126000,762000,1,4,2016,2016
"3900","NS3141",231000,641000,1,1,2016,2016
"3901","NN2018",220000,718000,1,1,2016,2016
"3902","NR4278",142000,678000,1,9,2016,2016
"3903","NS0181",201000,681000,1,2,2016,2016
"3904","NR2064",120000,664000,1,1,2016,2016
"3905","NS1779",217000,679000,1,1,2016,2016
"3906","NN2798",227000,798000,1,3,2002,2002
"3907","NG4312",143000,812000,1,1,2003,2003
"3908","NG4314",143000,814000,1,1,2003,2003
"3909","NG4412",144000,812000,1,2,2003,2003
"3910","NG4512",145000,812000,1,5,2003,2003
"3911","NG4513",145000,813000,1,3,2003,2003
"3912","NG4514",145000,814000,1,7,2003,2003
"3913","NG4515",145000,815000,1,4,2003,2003
"3914","NG4615",146000,815000,1,4,2003,2003
"3915","NN0466",204000,766000,1,1,2003,2003
"3916","NN1370",213000,770000,1,1,2003,2003
"3917","NG3800",138000,8e+05,1,5,2004,2004
"3918","NH2903",229000,803000,1,3,2004,2004
"3919","NM9913",199000,713000,1,1,2003,2003
"3920","NR5473",154000,673000,1,1,2004,2004
"3921","NR5267",152000,667000,1,3,2004,2004
"3922","NS2784",227000,684000,1,3,2005,2005
"3923","NN3204",232000,704000,1,1,2007,2007
"3924","NN0705",207000,705000,1,1,2007,2007
"3925","NM4626",146000,726000,1,1,2007,2007
"3926","NS3155",231000,655000,1,1,2007,2007
"3927","NR7660",176000,660000,1,1,2008,2008
"3928","NR8946",189000,646000,1,1,2008,2008
"3929","NM8267",182000,767000,2,2,2010,2017
"3930","NR8656",186000,656000,2,6,2011,2011
"3931","NM6346",163000,746000,1,1,2012,2012
"3932","NN0161",201000,761000,2,4,2017,2017
"3933","NM8559",185000,759000,1,1,2017,2017
"3934","NN3199",231000,799000,1,2,2017,2017
"3935","NM8265",182000,765000,1,1,2017,2017
"3936","NM8366",183000,766000,1,1,2017,2017
"3937","NM8268",182000,768000,1,1,2017,2017
