"","gridref","km_sq","abundance","rec_month","rec_year","easting","northing"
"1589","NM6966","NM6966",7,6,2013,169500,766500
"1590","NN126831","NN1283",2,6,2013,212650,783150
"1591","NN1962","NN1962",2,6,2013,219500,762500
"1592","NN052925","NN0592",10,6,2013,205250,792550
"1593","NN1184","NN1184",0,6,2013,211500,784500
"1594","NN1283","NN1283",0,6,2013,212500,783500
"1595","NN141823","NN1482",0,6,2013,214150,782350
"1596","NN0592","NN0592",0,6,2013,205500,792500
"1597","NN104915","NN1091",2,6,2013,210450,791550
"1598","NM844644","NM8464",0,6,2013,184450,764450
"1599","NN247810","NN2481",2,6,2013,224750,781050
"1600","NM653779","NM6577",1,6,2013,165350,777950
"1601","NN1245","NN1245",2,6,2013,212500,745500
"1602","NN1246","NN1246",1,6,2013,212500,746500
"1603","NN1345","NN1345",1,6,2013,213500,745500
"1604","NN1346","NN1346",5,6,2013,213500,746500
"1605","NN1446","NN1446",7,6,2013,214500,746500
"1606","NN1447","NN1447",1,6,2013,214500,747500
"1607","NN1449","NN1449",7,6,2013,214500,749500
"1608","NN1550","NN1550",7,6,2013,215500,750500
"1609","NN1551","NN1551",1,6,2013,215500,751500
"1610","NN1650","NN1650",1,6,2013,216500,750500
"1611","NN1651","NN1651",2,6,2013,216500,751500
"1612","NN1751","NN1751",2,6,2013,217500,751500
"1613","NN0942","NN0942",1,6,2013,209500,742500
"1614","NN0943","NN0943",4,6,2013,209500,743500
"1615","NN1043","NN1043",4,6,2013,210500,743500
"1616","NN1044","NN1044",6,6,2013,210500,744500
"1617","NN1145","NN1145",1,6,2013,211500,745500
"1618","NM813456","NM8145",1,6,2013,181350,745650
"1619","NM813457","NM8145",1,6,2013,181350,745750
"1620","NM820463","NM8246",1,5,2013,182050,746350
"1621","NM811471","NM8147",2,5,2013,181150,747150
"1622","NM812475","NM8147",1,5,2013,181250,747550
"1623","NN040695","NN0469",1,6,2013,204050,769550
"1624","NN047700","NN0470",1,6,2013,204750,770050
"1625","NN056706","NN0570",1,6,2013,205650,770650
"1626","NN058709","NN0570",1,6,2013,205850,770950
"1627","NN120737","NN1273",1,6,2013,212050,773750
"1628","NN146685","NN1468",1,6,2013,214650,768550
"1629","NN150684","NN1568",1,6,2013,215050,768450
"1630","NN151684","NN1568",1,6,2013,215150,768450
"1631","NN151685","NN1568",2,6,2013,215150,768550
"1632","NN0470","NN0470",1,6,2013,204500,770500
"1633","NN1468","NN1468",1,6,2013,214500,768500
"1634","NN1568","NN1568",7,6,2013,215500,768500
"1635","NN156627","NN1562",10,6,2013,215650,762750
"1636","NN138755","NN1375",1,6,2013,213850,775550
"1637","NN119612","NN1161",0,5,2013,211950,761250
"1638","NN119612","NN1161",0,5,2013,211950,761250
"1639","NM8453","NM8453",1,6,2013,184500,753500
"1640","NM9560","NM9560",2,6,2013,195500,760500
"1641","NN0560","NN0560",1,6,2013,205500,760500
"1642","NN0860","NN0860",1,6,2013,208500,760500
"1643","NN032629","NN0362",1,6,2013,203250,762950
"1644","NN032633","NN0363",7,6,2013,203250,763350
"1645","NN032634","NN0363",1,6,2013,203250,763450
"1646","NN033628","NN0362",2,6,2013,203350,762850
"1647","NM7272","NM7272",2,6,2013,172500,772500
"1648","NN121914","NN1291",3,6,2013,212150,791450
"1649","NN1562","NN1562",0,6,2013,215500,762500
"1650","NN1751","NN1751",12,6,2013,217500,751500
"1651","NN1851","NN1851",7,6,2013,218500,751500
"1652","NM685676","NM6867",1,6,2013,168550,767650
"1653","NM806622","NM8062",1,6,2013,180650,762250
"1654","NM825634","NM8263",1,6,2013,182550,763450
"1655","NM5961","NM5961",1,6,2013,159500,761500
"1656","NM653779","NM6577",1,6,2013,165350,777950
"1657","NM980448","NM9844",1,6,2013,198050,744850
"1658","NM981449","NM9844",1,6,2013,198150,744950
"1659","NM982449","NM9844",1,6,2013,198250,744950
"1660","NM983452","NM9845",1,6,2013,198350,745250
"1661","NM984450","NM9845",1,6,2013,198450,745050
"1662","NM984452","NM9845",1,6,2013,198450,745250
"1663","NM984452","NM9845",1,6,2013,198450,745250
"1664","NM985452","NM9845",1,6,2013,198550,745250
"1665","NM985454","NM9845",1,6,2013,198550,745450
"1666","NM986452","NM9845",1,6,2013,198650,745250
"1667","NM986452","NM9845",1,6,2013,198650,745250
"1668","NM986452","NM9845",1,6,2013,198650,745250
"1669","NM986452","NM9845",1,6,2013,198650,745250
"1670","NM986454","NM9845",1,6,2013,198650,745450
"1671","NM986454","NM9845",1,6,2013,198650,745450
"1672","NM986454","NM9845",1,6,2013,198650,745450
"1673","NM987453","NM9845",1,6,2013,198750,745350
"1674","NM987453","NM9845",1,6,2013,198750,745350
"1675","NM987453","NM9845",1,6,2013,198750,745350
"1676","NM987453","NM9845",1,6,2013,198750,745350
"1677","NM988453","NM9845",1,6,2013,198850,745350
"1678","NM988453","NM9845",1,6,2013,198850,745350
"1679","NM988453","NM9845",1,6,2013,198850,745350
"1680","NM988455","NM9845",1,6,2013,198850,745550
"1681","NM988455","NM9845",1,6,2013,198850,745550
"1682","NM988455","NM9845",1,6,2013,198850,745550
"1683","NM989455","NM9845",1,6,2013,198950,745550
"1684","NM990453","NM9945",1,6,2013,199050,745350
"1685","NM990455","NM9945",1,6,2013,199050,745550
"1686","NM991453","NM9945",1,6,2013,199150,745350
"1687","NM991454","NM9945",1,6,2013,199150,745450
"1688","NM991454","NM9945",1,6,2013,199150,745450
"1689","NM991454","NM9945",1,6,2013,199150,745450
"1690","NM991455","NM9945",1,6,2013,199150,745550
"1691","NM991455","NM9945",1,6,2013,199150,745550
"1692","NM998455","NM9945",1,6,2013,199850,745550
"1693","NM999453","NM9945",1,6,2013,199950,745350
"1694","NM999455","NM9945",1,6,2013,199950,745550
"1695","NN000456","NN0045",1,6,2013,200050,745650
"1696","NN000457","NN0045",1,6,2013,200050,745750
"1697","NN000457","NN0045",1,6,2013,200050,745750
"1698","NN001456","NN0045",1,6,2013,200150,745650
"1699","NN002458","NN0045",1,6,2013,200250,745850
"1700","NN002459","NN0045",1,6,2013,200250,745950
"1701","NN003459","NN0045",1,6,2013,200350,745950
"1702","NN003460","NN0046",1,6,2013,200350,746050
"1703","NN004462","NN0046",1,6,2013,200450,746250
"1704","NN005462","NN0046",1,6,2013,200550,746250
"1705","NN0045","NN0045",3,7,2013,200500,745500
"1706","NM969330","NM9633",2,6,2013,196950,733050
"1707","NM970331","NM9733",1,6,2013,197050,733150
"1708","NM971331","NM9733",1,6,2013,197150,733150
"1709","NM969330","NM9633",2,6,2013,196950,733050
"1710","NM997452","NM9945",16,5,2013,199750,745250
"1711","NM9945","NM9945",1,6,2013,199500,745500
"1712","NM935406","NM9340",1,6,2013,193550,740650
"1713","NM971395","NM9739",5,6,2013,197150,739550
"1714","NM977386","NM9738",2,6,2013,197750,738650
"1715","NN0045","NN0045",10,6,2013,200500,745500
"1716","NN123459","NN1245",1,6,2013,212350,745950
"1717","NN124460","NN1246",1,6,2013,212450,746050
"1718","NN126459","NN1245",1,6,2013,212650,745950
"1719","NN136459","NN1345",1,6,2013,213650,745950
"1720","NN137464","NN1346",1,6,2013,213750,746450
"1721","NN138468","NN1346",2,6,2013,213850,746850
"1722","NN139461","NN1346",1,6,2013,213950,746150
"1723","NN139469","NN1346",1,6,2013,213950,746950
"1724","NN140464","NN1446",1,6,2013,214050,746450
"1725","NN140465","NN1446",3,6,2013,214050,746550
"1726","NN140468","NN1446",1,6,2013,214050,746850
"1727","NN141467","NN1446",1,6,2013,214150,746750
"1728","NN142468","NN1446",1,6,2013,214250,746850
"1729","NN142470","NN1447",1,6,2013,214250,747050
"1730","NN148491","NN1449",3,6,2013,214850,749150
"1731","NN148493","NN1449",1,6,2013,214850,749350
"1732","NN149491","NN1449",2,6,2013,214950,749150
"1733","NN156511","NN1551",1,6,2013,215650,751150
"1734","NN157508","NN1550",1,6,2013,215750,750850
"1735","NN157508","NN1550",2,6,2013,215750,750850
"1736","NN157509","NN1550",3,6,2013,215750,750950
"1737","NN158509","NN1550",1,6,2013,215850,750950
"1738","NN161509","NN1650",1,6,2013,216150,750950
"1739","NN169513","NN1651",2,6,2013,216950,751350
"1740","NN170513","NN1751",1,6,2013,217050,751350
"1741","NN170514","NN1751",1,6,2013,217050,751450
"1742","NN097429","NN0942",1,6,2013,209750,742950
"1743","NN098430","NN0943",3,6,2013,209850,743050
"1744","NN099431","NN0943",1,6,2013,209950,743150
"1745","NN100433","NN1043",2,6,2013,210050,743350
"1746","NN101434","NN1043",1,6,2013,210150,743450
"1747","NN104440","NN1044",1,6,2013,210450,744050
"1748","NN105442","NN1044",1,6,2013,210550,744250
"1749","NN105443","NN1044",1,6,2013,210550,744350
"1750","NN106445","NN1044",1,6,2013,210650,744550
"1751","NN107447","NN1044",1,6,2013,210750,744750
"1752","NN110452","NN1145",1,6,2013,211050,745250
"1753","NN000450","NN0045",2,5,2013,200050,745050
"1754","NM9739","NM9739",1,6,2013,197500,739500
"1755","NN025305","NN0230",5,6,2013,202550,730550
"1756","NM974335","NM9733",2,6,2013,197450,733550
"1757","NM999455","NM9945",8,6,2013,199950,745550
"1758","NN000450","NN0045",3,6,2013,200050,745050
"1759","NM966328","NM9632",1,6,2013,196650,732850
"1760","NN032629","NN0362",1,6,2013,203250,762950
"1761","NN032633","NN0363",5,6,2013,203250,763350
"1762","NN033628","NN0362",1,6,2013,203350,762850
"1763","NN033634","NN0363",1,6,2013,203350,763450
"1764","NN064400","NN0640",3,6,2013,206450,740050
"1765","NN064400","NN0640",3,6,2013,206450,740050
"1766","NN064400","NN0640",1,6,2013,206450,740050
"1767","NN064400","NN0640",2,6,2013,206450,740050
"1768","NN070400","NN0740",1,6,2013,207050,740050
"1769","NN080405","NN0840",1,5,2013,208050,740550
"1770","NN051376","NN0537",1,5,2013,205150,737650
"1771","NN054381","NN0538",2,6,2013,205450,738150
"1772","NN054389","NN0538",5,6,2013,205450,738950
"1773","NN054389","NN0538",2,6,2013,205450,738950
"1774","NN055384","NN0538",1,6,2013,205550,738450
"1775","NN055384","NN0538",2,6,2013,205550,738450
"1776","NN055384","NN0538",3,6,2013,205550,738450
"1777","NN055388","NN0538",1,6,2013,205550,738850
"1778","NN055388","NN0538",1,6,2013,205550,738850
"1779","NN057396","NN0539",1,6,2013,205750,739650
"1780","NN059397","NN0539",1,5,2013,205950,739750
"1781","NM653779","NM6577",1,6,2013,165350,777950
"1782","NM597616","NM5961",1,6,2014,159750,761650
"1783","NM601611","NM6061",1,6,2014,160150,761150
"1784","NN121915","NN1291",1,5,2014,212150,791550
"1785","NN130718","NN1371",10,6,2014,213050,771850
"1786","NN180685","NN1868",1,5,2014,218050,768550
"1787","NN120911","NN1291",1,6,2014,212050,791150
"1788","NM9753","NM9753",4,6,2014,197500,753500
"1789","NM9753","NM9753",8,6,2014,197500,753500
"1790","NM837638","NM8363",0,6,2014,183750,763850
"1791","NN173691","NN1769",0,5,2014,217350,769150
"1792","NM9364","NM9364",0,5,2014,193500,764500
"1793","NM9365","NM9365",0,5,2014,193500,765500
"1794","NM9463","NM9463",0,5,2014,194500,763500
"1795","NM9464","NM9464",0,5,2014,194500,764500
"1796","NM9464","NM9464",0,5,2014,194500,764500
"1797","NM9563","NM9563",0,5,2014,195500,763500
"1798","NM9663","NM9663",0,5,2014,196500,763500
"1799","NM9763","NM9763",0,5,2014,197500,763500
"1800","NM9763","NM9763",0,5,2014,197500,763500
"1801","NM6062","NM6062",0,6,2014,160500,762500
"1802","NN0971","NN0971",2,5,2014,209500,771500
"1803","NN119739","NN1173",2,5,2014,211950,773950
"1804","NN087709","NN0870",1,5,2014,208750,770950
"1805","NM814471","NM8147",1,6,2014,181450,747150
"1806","NM817464","NM8146",1,6,2014,181750,746450
"1807","NN1058","NN1058",2,5,2014,210500,758500
"1808","NN121912","NN1291",0,5,2014,212150,791250
"1809","NN144765","NN1476",2,6,2014,214450,776550
"1810","NN153685","NN1568",1,6,2014,215350,768550
"1811","NN159686","NN1568",1,5,2014,215950,768650
"1812","NN166692","NN1669",3,5,2014,216650,769250
"1813","NN156628","NN1562",1,6,2014,215650,762850
"1814","NN149620","NN1462",1,6,2014,214950,762050
"1815","NN161626","NN1662",1,6,2014,216150,762650
"1816","NN121610","NN1261",0,5,2014,212150,761050
"1817","NN033629","NN0362",0,5,2014,203350,762950
"1818","NM8161","NM8161",4,6,2014,181500,761500
"1819","NM690661","NM6966",3,5,2014,169050,766150
"1820","NM691666","NM6966",1,5,2014,169150,766650
"1821","NM922796","NM9279",6,5,2014,192250,779650
"1822","NM923796","NM9279",4,5,2014,192350,779650
"1823","NM848816","NM8481",2,5,2014,184850,781650
"1824","NM852816","NM8581",2,5,2014,185250,781650
"1825","NM897811","NM8981",3,5,2014,189750,781150
"1826","NM898811","NM8981",1,5,2014,189850,781150
"1827","NM899809","NM8980",1,5,2014,189950,780950
"1828","NM899811","NM8981",2,5,2014,189950,781150
"1829","NM906812","NM9081",3,5,2014,190650,781250
"1830","NM909805","NM9080",5,5,2014,190950,780550
"1831","NM765820","NM7682",3,5,2014,176550,782050
"1832","NM786831","NM7883",2,5,2014,178650,783150
"1833","NM687649","NM6864",1,5,2014,168750,764950
"1834","NM688650","NM6865",1,5,2014,168850,765050
"1835","NM689651","NM6865",2,5,2014,168950,765150
"1836","NM690653","NM6965",1,5,2014,169050,765350
"1837","NN119913","NN1191",1,5,2014,211950,791350
"1838","NN120911","NN1291",1,5,2014,212050,791150
"1839","NN1291","NN1291",6,5,2014,212500,791500
"1840","NN1291","NN1291",1,6,2014,212500,791500
"1841","NN0178","NN0178",1,5,2014,201500,778500
"1842","NN019788","NN0178",1,5,2014,201950,778850
"1843","NM9945","NM9945",15,5,2014,199500,745500
"1844","NM908421","NM9042",2,5,2014,190850,742150
"1845","NM983450","NM9845",1,5,2014,198350,745050
"1846","NM984452","NM9845",1,5,2014,198450,745250
"1847","NM984453","NM9845",1,5,2014,198450,745350
"1848","NM985453","NM9845",1,5,2014,198550,745350
"1849","NM985454","NM9845",1,5,2014,198550,745450
"1850","NM986454","NM9845",1,5,2014,198650,745450
"1851","NM986454","NM9845",1,5,2014,198650,745450
"1852","NM986454","NM9845",1,5,2014,198650,745450
"1853","NM986454","NM9845",1,5,2014,198650,745450
"1854","NM986454","NM9845",1,5,2014,198650,745450
"1855","NM987452","NM9845",1,5,2014,198750,745250
"1856","NM987455","NM9845",1,5,2014,198750,745550
"1857","NM987455","NM9845",1,5,2014,198750,745550
"1858","NM988453","NM9845",1,5,2014,198850,745350
"1859","NM988453","NM9845",1,5,2014,198850,745350
"1860","NM988453","NM9845",1,5,2014,198850,745350
"1861","NM989453","NM9845",1,5,2014,198950,745350
"1862","NM990455","NM9945",1,5,2014,199050,745550
"1863","NM991454","NM9945",1,5,2014,199150,745450
"1864","NM992452","NM9945",1,5,2014,199250,745250
"1865","NM992452","NM9945",1,5,2014,199250,745250
"1866","NM992454","NM9945",1,5,2014,199250,745450
"1867","NM992454","NM9945",1,5,2014,199250,745450
"1868","NM993453","NM9945",1,5,2014,199350,745350
"1869","NM982450","NM9845",1,5,2014,198250,745050
"1870","NM983452","NM9845",1,5,2014,198350,745250
"1871","NM986452","NM9845",1,5,2014,198650,745250
"1872","NM986453","NM9845",1,5,2014,198650,745350
"1873","NM988453","NM9845",1,5,2014,198850,745350
"1874","NM991454","NM9945",1,5,2014,199150,745450
"1875","NM995451","NM9945",1,5,2014,199550,745150
"1876","NM995451","NM9945",1,5,2014,199550,745150
"1877","NM995452","NM9945",1,5,2014,199550,745250
"1878","NM995452","NM9945",1,5,2014,199550,745250
"1879","NM995455","NM9945",1,5,2014,199550,745550
"1880","NM995458","NM9945",1,5,2014,199550,745850
"1881","NM996451","NM9945",1,5,2014,199650,745150
"1882","NM996451","NM9945",1,5,2014,199650,745150
"1883","NM996457","NM9945",1,5,2014,199650,745750
"1884","NM996458","NM9945",1,5,2014,199650,745850
"1885","NM996458","NM9945",1,5,2014,199650,745850
"1886","NM997451","NM9945",1,5,2014,199750,745150
"1887","NM997452","NM9945",1,5,2014,199750,745250
"1888","NM997458","NM9945",1,5,2014,199750,745850
"1889","NM998452","NM9945",1,5,2014,199850,745250
"1890","NM998452","NM9945",1,5,2014,199850,745250
"1891","NM998452","NM9945",1,5,2014,199850,745250
"1892","NM998455","NM9945",1,5,2014,199850,745550
"1893","NM999452","NM9945",1,5,2014,199950,745250
"1894","NM999453","NM9945",1,5,2014,199950,745350
"1895","NM999455","NM9945",1,5,2014,199950,745550
"1896","NN000453","NN0045",1,5,2014,200050,745350
"1897","NN000456","NN0045",1,5,2014,200050,745650
"1898","NN000462","NN0046",1,5,2014,200050,746250
"1899","NN003459","NN0045",1,5,2014,200350,745950
"1900","NM963333","NM9633",1,6,2014,196350,733350
"1901","NM963333","NM9633",1,6,2014,196350,733350
"1902","NM965333","NM9633",1,6,2014,196550,733350
"1903","NM963333","NM9633",1,6,2014,196350,733350
"1904","NM963333","NM9633",1,6,2014,196350,733350
"1905","NM965333","NM9633",1,6,2014,196550,733350
"1906","NN153685","NN1568",1,6,2014,215350,768550
"1907","NN156624","NN1562",2,6,2014,215650,762450
"1908","NN159623","NN1562",2,6,2014,215950,762350
"1909","NN159686","NN1568",1,5,2014,215950,768650
"1910","NN138755","NN1375",2,6,2014,213850,775550
"1911","NN144765","NN1476",2,6,2014,214450,776550
"1912","NN149620","NN1462",1,6,2014,214950,762050
"1913","NN161626","NN1662",1,6,2014,216150,762650
"1914","NN166692","NN1669",3,5,2014,216650,769250
"1915","NM837638","NM8363",1,6,2014,183750,763850
"1916","NM999453","NM9945",4,5,2014,199950,745350
"1917","NM9945","NM9945",6,5,2014,199500,745500
"1918","NM9945","NM9945",25,6,2014,199500,745500
"1919","NN1689","NN1689",1,6,2014,216500,789500
"1920","NN1568","NN1568",1,5,2014,215500,768500
"1921","NN1768","NN1768",1,5,2014,217500,768500
"1922","NM703507","NM7050",1,5,2014,170350,750750
"1923","NM708512","NM7051",1,5,2014,170850,751250
"1924","NM710515","NM7151",2,5,2014,171050,751550
"1925","NM998438","NM9943",5,6,2014,199850,743850
"1926","NM908421","NM9042",3,6,2014,190850,742150
"1927","NM7883","NM7883",1,5,2014,178500,783500
"1928","NN0179","NN0179",2,6,2014,201500,779500
"1929","NN019788","NN0178",1,5,2014,201950,778850
"1930","NN137464","NN1346",6,6,2014,213750,746450
"1931","NN137464","NN1346",1,5,2014,213750,746450
"1932","NM9753","NM9753",4,6,2014,197500,753500
"1933","NM9753","NM9753",2,6,2014,197500,753500
"1934","NM9853","NM9853",4,6,2014,198500,753500
"1935","NM970394","NM9739",1,6,2014,197050,739450
"1936","NM997452","NM9945",30,6,2014,199750,745250
"1937","NN031298","NN0329",1,6,2014,203150,729850
"1938","NN002454","NN0045",1,6,2014,200250,745450
"1939","NN177845","NN1784",1,6,2014,217750,784550
"1940","NN1568","NN1568",3,5,2014,215500,768500
"1941","NN1669","NN1669",1,5,2014,216500,769500
"1942","NN112572","NN1157",2,6,2014,211250,757250
"1943","NM9663","NM9663",1,5,2014,196500,763500
"1944","NM9763","NM9763",1,5,2014,197500,763500
"1945","NM9364","NM9364",5,5,2014,193500,764500
"1946","NM9365","NM9365",5,5,2014,193500,765500
"1947","NM9463","NM9463",5,5,2014,194500,763500
"1948","NM9464","NM9464",5,5,2014,194500,764500
"1949","NM9563","NM9563",5,5,2014,195500,763500
"1950","NN109588","NN1058",1,6,2014,210950,758850
"1951","NM5961","NM5961",1,6,2014,159500,761500
"1952","NM601611","NM6061",1,6,2014,160150,761150
"1953","NM982531","NM9853",1,5,2014,198250,753150
"1954","NM904427","NM9042",2,6,2014,190450,742750
"1955","NM9782","NM9782",1,5,2014,197500,782500
"1956","NM992311","NM9931",1,5,2014,199250,731150
"1957","NN069725","NN0672",3,6,2014,206950,772550
"1958","NM9081","NM9081",1,6,2014,190500,781500
"1959","NM983450","NM9845",1,5,2014,198350,745050
"1960","NM935316","NM9331",1,5,2014,193550,731650
"1961","NN000450","NN0045",2,5,2014,200050,745050
"1962","NN000450","NN0045",11,6,2014,200050,745050
"1963","NN000450","NN0045",8,6,2014,200050,745050
"1964","NN135906","NN1390",1,6,2014,213550,790650
"1965","NM687649","NM6864",1,5,2014,168750,764950
"1966","NM688650","NM6865",1,5,2014,168850,765050
"1967","NM689651","NM6865",2,5,2014,168950,765150
"1968","NM690653","NM6965",1,5,2014,169050,765350
"1969","NM690661","NM6966",3,5,2014,169050,766150
"1970","NM691666","NM6966",1,5,2014,169150,766650
"1971","NM765820","NM7682",3,5,2014,176550,782050
"1972","NM786831","NM7883",2,5,2014,178650,783150
"1973","NM848816","NM8481",2,5,2014,184850,781650
"1974","NM852816","NM8581",2,5,2014,185250,781650
"1975","NM897811","NM8981",3,5,2014,189750,781150
"1976","NM898811","NM8981",1,5,2014,189850,781150
"1977","NM899809","NM8980",1,5,2014,189950,780950
"1978","NM899811","NM8981",2,5,2014,189950,781150
"1979","NM906812","NM9081",3,5,2014,190650,781250
"1980","NM909805","NM9080",5,5,2014,190950,780550
"1981","NM922796","NM9279",6,5,2014,192250,779650
"1982","NM923796","NM9279",4,5,2014,192350,779650
"1983","NN064400","NN0640",15,6,2014,206450,740050
"1984","NN064400","NN0640",29,6,2014,206450,740050
"1985","NN067400","NN0640",3,6,2014,206750,740050
"1986","NN067400","NN0640",8,6,2014,206750,740050
"1987","NN070400","NN0740",2,6,2014,207050,740050
"1988","NN071401","NN0740",2,6,2014,207150,740150
"1989","NN071401","NN0740",3,6,2014,207150,740150
"1990","NN072401","NN0740",1,6,2014,207250,740150
"1991","NN075402","NN0740",4,6,2014,207550,740250
"1992","NN075402","NN0740",1,6,2014,207550,740250
"1993","NN079404","NN0740",2,6,2014,207950,740450
"1994","NN080405","NN0840",1,6,2014,208050,740550
"1995","NN080405","NN0840",1,6,2014,208050,740550
"1996","NN054381","NN0538",2,6,2014,205450,738150
"1997","NN054381","NN0538",2,6,2014,205450,738150
"1998","NN054389","NN0538",4,6,2014,205450,738950
"1999","NN054392","NN0539",4,6,2014,205450,739250
"2000","NN055388","NN0538",1,6,2014,205550,738850
"2001","NN055394","NN0539",1,6,2014,205550,739450
"2002","NN059397","NN0539",2,6,2014,205950,739750
"2003","NN087709","NN0870",1,5,2014,208750,770950
"2004","NN109587","NN1058",2,5,2014,210950,758750
"2005","NN1158","NN1158",2,5,2014,211500,758500
"2006","NN121912","NN1291",3,6,2014,212150,791250
"2007","NM998438","NM9943",33,5,2014,199850,743850
"2008","NM998438","NM9943",10,6,2014,199850,743850
"2009","NM908421","NM9042",10,6,2014,190850,742150
"2010","NN119913","NN1191",1,6,2015,211950,791350
"2011","NN120911","NN1291",1,6,2015,212050,791150
"2012","NN121914","NN1291",1,6,2015,212150,791450
"2013","NN091839","NN0983",1,7,2015,209150,783950
"2014","NN095846","NN0984",1,7,2015,209550,784650
"2015","NN0943","NN0943",0,7,2015,209500,743500
"2016","NM983627","NM9862",1,6,2015,198350,762750
"2017","NM790686","NM7968",2,6,2015,179050,768650
"2018","NM793680","NM7968",1,6,2015,179350,768050
"2019","NN106845","NN1084",5,6,2015,210650,784550
"2020","NM832636","NM8363",1,6,2015,183250,763650
"2021","NN134832","NN1383",1,7,2015,213450,783250
"2022","NN072845","NN0784",0,6,2015,207250,784550
"2023","NN122831","NN1283",4,6,2015,212250,783150
"2024","NN127831","NN1283",2,6,2015,212750,783150
"2025","NN141823","NN1482",3,6,2015,214150,782350
"2026","NM655518","NM6551",0,6,2015,165550,751850
"2027","NN122716","NN1271",1,5,2015,212250,771650
"2028","NN018813","NN0181",1,5,2015,201850,781350
"2029","NN126831","NN1283",1,6,2015,212650,783150
"2030","NM9380","NM9380",1,6,2015,193500,780500
"2031","NM812470","NM8147",1,5,2015,181250,747050
"2032","NM814458","NM8145",1,6,2015,181450,745850
"2033","NM821460","NM8246",1,6,2015,182150,746050
"2034","NN1291","NN1291",4,5,2015,212500,791500
"2035","NN144686","NN1468",3,6,2015,214450,768650
"2036","NM711670","NM7167",2,6,2015,171150,767050
"2037","NM599616","NM5961",1,6,2015,159950,761650
"2038","NM860814","NM8681",1,7,2015,186050,781450
"2039","NM999454","NM9945",12,6,2015,199950,745450
"2040","NM95633286","NM9532",1,7,2015,195635,732865
"2041","NM95903346","NM9533",1,7,2015,195905,733465
"2042","NM95903350","NM9533",1,7,2015,195905,733505
"2043","NM95943313","NM9533",1,7,2015,195945,733135
"2044","NM98973204","NM9832",1,7,2015,198975,732045
"2045","NN01542982","NN0129",1,6,2015,201545,729825
"2046","NN01542983","NN0129",1,6,2015,201545,729835
"2047","NN01542984","NN0129",1,6,2015,201545,729845
"2048","NN01542985","NN0129",1,6,2015,201545,729855
"2049","NN01562969","NN0129",1,6,2015,201565,729695
"2050","NN01562973","NN0129",1,6,2015,201565,729735
"2051","NN01572973","NN0129",1,6,2015,201575,729735
"2052","NN00513012","NN0030",1,6,2015,200515,730125
"2053","NN003458","NN0045",2,5,2015,200350,745850
"2054","NM998455","NM9945",5,6,2015,199850,745550
"2055","NN000456","NN0045",5,6,2015,200050,745650
"2056","NM99784520","NM9945",6,5,2015,199785,745205
"2057","NM999452","NM9945",5,5,2015,199950,745250
"2058","NN000454","NN0045",2,5,2015,200050,745450
"2059","NN001454","NN0045",3,5,2015,200150,745450
"2060","NN005458","NN0045",5,5,2015,200550,745850
"2061","NM91313697","NM9136",1,6,2015,191315,736975
"2062","NM987303","NM9830",3,6,2015,198750,730350
"2063","NM98743032","NM9830",1,6,2015,198745,730325
"2064","NM998456","NM9945",12,6,2015,199850,745650
"2065","NN000454","NN0045",10,6,2015,200050,745450
"2066","NM998456","NM9945",12,6,2015,199850,745650
"2067","NN000450","NN0045",2,5,2015,200050,745050
"2068","NM905417","NM9041",1,6,2015,190550,741750
"2069","NM986322","NM9832",2,6,2015,198650,732250
"2070","NM98793281","NM9832",3,6,2015,198795,732815
"2071","NM98783066","NM9830",1,6,2015,198785,730665
"2072","NM991308","NM9930",3,6,2015,199150,730850
"2073","NM997285","NM9928",5,6,2015,199750,728550
"2074","NN004282","NN0028",5,6,2015,200450,728250
"2075","NN014279","NN0127",1,6,2015,201450,727950
"2076","NN064400","NN0640",0,6,2015,206450,740050
"2077","NN064400","NN0640",0,6,2015,206450,740050
"2078","NN064400","NN0640",8,6,2015,206450,740050
"2079","NN064400","NN0640",3,6,2015,206450,740050
"2080","NN064400","NN0640",5,7,2015,206450,740050
"2081","NN067400","NN0640",0,6,2015,206750,740050
"2082","NN067400","NN0640",0,6,2015,206750,740050
"2083","NN067400","NN0640",3,6,2015,206750,740050
"2084","NN067400","NN0640",1,6,2015,206750,740050
"2085","NN067400","NN0640",1,7,2015,206750,740050
"2086","NN070400","NN0740",0,6,2015,207050,740050
"2087","NN070400","NN0740",0,6,2015,207050,740050
"2088","NN070400","NN0740",2,6,2015,207050,740050
"2089","NN070400","NN0740",0,6,2015,207050,740050
"2090","NN070400","NN0740",2,7,2015,207050,740050
"2091","NN071401","NN0740",0,6,2015,207150,740150
"2092","NN071401","NN0740",0,6,2015,207150,740150
"2093","NN071401","NN0740",1,6,2015,207150,740150
"2094","NN071401","NN0740",0,6,2015,207150,740150
"2095","NN071401","NN0740",2,7,2015,207150,740150
"2096","NN072401","NN0740",0,6,2015,207250,740150
"2097","NN072401","NN0740",0,6,2015,207250,740150
"2098","NN072401","NN0740",4,6,2015,207250,740150
"2099","NN072401","NN0740",2,6,2015,207250,740150
"2100","NN072401","NN0740",0,7,2015,207250,740150
"2101","NN074401","NN0740",0,6,2015,207450,740150
"2102","NN074401","NN0740",0,6,2015,207450,740150
"2103","NN074401","NN0740",0,6,2015,207450,740150
"2104","NN074401","NN0740",1,6,2015,207450,740150
